# Plataforma: Estación EMAC - Caleta Córdova CMD0
# Tipo: Estación Meteorológica
# Periodo: 2026-06-01 / 2026-06-30
# Generado: 2026-07-01 12:26:43 UTC
# Timestamps: 4320  Variables: 3
# Separador: TAB  |  Valor ausente: NaN
timestamp	Dirección del Viento[°]	Temperatura Exterior[°C]	Velocidad del Viento[km/h]
2026-06-10 10:10:00	270.0	11.22	22.7
2026-06-10 10:20:00	270.0	11.13	37.8
2026-06-10 10:30:00	247.5	11.22	35.6
2026-06-10 10:40:00	247.5	11.22	38.7
2026-06-10 10:50:00	225.0	11.8	28.3
2026-06-10 11:00:00	270.0	11.97	20.7
2026-06-10 11:10:00	270.0	11.8	34.0
2026-06-10 11:20:00	270.0	11.72	61.6
2026-06-10 11:30:00	270.0	11.63	68.2
2026-06-10 11:40:00	270.0	12.05	63.4
2026-06-10 11:50:00	247.5	12.3	50.6
2026-06-10 12:00:00	270.0	12.55	41.9
2026-06-10 12:10:00	292.5	12.64	33.8
2026-06-10 12:20:00	225.0	12.97	32.9
2026-06-10 12:30:00	270.0	12.72	43.6
2026-06-10 12:40:00	270.0	12.8	42.1
2026-06-10 12:50:00	247.5	12.64	29.5
2026-06-10 13:00:00	247.5	12.55	20.5
2026-06-10 13:10:00	270.0	13.05	42.5
2026-06-10 13:20:00	225.0	12.89	56.5
2026-06-10 13:30:00	247.5	12.8	38.5
2026-06-10 13:40:00	247.5	12.72	34.4
2026-06-10 13:50:00	225.0	12.72	32.6
2026-06-10 14:00:00	247.5	12.3	43.6
2026-06-10 14:10:00	247.5	12.13	42.5
2026-06-10 14:20:00	225.0	12.13	47.0
2026-06-10 14:30:00	247.5	12.22	38.3
2026-06-10 14:40:00	247.5	12.22	35.1
2026-06-10 14:50:00	247.5	12.22	42.3
2026-06-10 15:00:00	247.5	12.22	31.3
2026-06-10 15:10:00	247.5	12.55	46.8
2026-06-10 15:20:00	225.0	12.72	31.0
2026-06-10 15:30:00	247.5	12.72	26.8
2026-06-10 15:40:00	247.5	12.8	61.0
2026-06-10 15:50:00	247.5	12.72	38.5
2026-06-10 16:00:00	247.5	12.89	57.8
2026-06-10 16:10:00	247.5	12.89	51.5
2026-06-10 16:20:00	247.5	12.72	41.6
2026-06-10 16:30:00	225.0	12.72	44.8
2026-06-10 16:40:00	247.5	12.72	30.8
2026-06-10 16:50:00	270.0	12.39	31.7
2026-06-10 17:00:00	270.0	12.05	27.4
2026-06-10 17:10:00	247.5	11.47	28.4
2026-06-10 17:20:00	247.5	11.3	32.4
2026-06-10 17:30:00	247.5	11.05	32.2
2026-06-10 17:40:00	247.5	11.22	21.8
2026-06-10 17:50:00	225.0	10.88	18.0
2026-06-10 18:00:00	247.5	10.63	16.7
2026-06-10 18:10:00	270.0	10.13	17.8
2026-06-10 18:20:00	247.5	10.13	26.8
2026-06-10 18:30:00	270.0	10.05	11.0
2026-06-10 18:40:00	270.0	10.05	26.1
2026-06-10 18:50:00	247.5	9.55	25.4
2026-06-10 19:00:00	247.5	9.46	34.0
2026-06-10 19:10:00	247.5	8.88	25.7
2026-06-10 19:20:00	270.0	8.55	13.9
2026-06-10 19:30:00	247.5	8.55	26.1
2026-06-10 19:40:00	247.5	8.8	25.0
2026-06-10 19:50:00	247.5	8.46	28.6
2026-06-10 20:00:00	247.5	8.55	10.6
2026-06-10 20:10:00	292.5	8.3	34.2
2026-06-10 20:20:00	247.5	8.21	25.6
2026-06-10 20:30:00	270.0	8.13	23.8
2026-06-10 20:40:00	292.5	8.05	27.9
2026-06-10 20:50:00	292.5	8.05	18.9
2026-06-10 21:00:00	292.5	7.96	15.1
2026-06-10 21:10:00	292.5	7.88	13.1
2026-06-10 21:20:00	247.5	7.55	22.7
2026-06-10 21:30:00	270.0	7.96	24.3
2026-06-10 21:40:00	270.0	7.96	16.4
2026-06-10 21:50:00	270.0	7.47	14.4
2026-06-10 22:00:00	247.5	7.71	23.0
2026-06-10 22:10:00	270.0	7.88	28.6
2026-06-10 22:20:00	270.0	7.55	13.5
2026-06-10 22:30:00	270.0	7.55	20.3
2026-06-10 22:40:00	270.0	7.05	19.3
2026-06-10 22:50:00	270.0	7.05	23.6
2026-06-10 23:00:00	247.5	7.22	20.9
2026-06-10 23:10:00	292.5	7.55	20.9
2026-06-10 23:20:00	247.5	7.3	14.6
2026-06-10 23:30:00	270.0	6.97	15.7
2026-06-10 23:40:00	247.5	7.3	26.8
2026-06-10 23:50:00	270.0	7.05	21.4
2026-06-11 00:00:00	270.0	6.97	20.0
2026-06-11 00:10:00	247.5	6.8	24.7
2026-06-11 00:20:00	292.5	7.05	25.2
2026-06-11 00:30:00	247.5	6.88	11.3
2026-06-11 00:40:00	247.5	6.38	8.5
2026-06-11 00:50:00	247.5	6.8	0.0
2026-06-11 01:00:00	270.0	6.72	14.0
2026-06-11 01:10:00	270.0	7.71	27.9
2026-06-11 01:20:00	270.0	7.8	25.7
2026-06-11 01:30:00	292.5	7.88	37.3
2026-06-11 01:40:00	315.0	8.21	38.3
2026-06-11 01:50:00	315.0	7.55	22.7
2026-06-11 02:00:00	337.5	7.55	9.2
2026-06-11 02:10:00	337.5	7.55	0.0
2026-06-11 02:20:00	315.0	7.71	2.2
2026-06-11 02:30:00	225.0	7.3	0.0
2026-06-11 02:40:00	202.5	6.55	0.0
2026-06-11 02:50:00	337.5	6.97	1.6
2026-06-11 03:00:00	315.0	8.3	29.0
2026-06-11 03:10:00	315.0	8.38	23.8
2026-06-11 03:20:00	292.5	7.71	4.5
2026-06-11 03:30:00	0.0	7.96	13.0
2026-06-11 03:40:00	337.5	8.63	19.6
2026-06-11 03:50:00	337.5	8.88	29.9
2026-06-11 04:00:00	315.0	9.13	33.5
2026-06-11 04:10:00	337.5	9.46	28.6
2026-06-11 04:20:00	315.0	8.88	0.0
2026-06-11 04:30:00	247.5	8.71	0.0
2026-06-11 04:40:00	135.0	9.05	0.0
2026-06-11 04:50:00	135.0	8.88	6.3
2026-06-11 05:00:00	247.5	9.63	0.0
2026-06-11 05:10:00	315.0	9.8	29.5
2026-06-11 05:20:00	337.5	10.55	38.3
2026-06-11 05:30:00	337.5	10.55	29.3
2026-06-11 05:40:00	337.5	10.55	43.0
2026-06-11 05:50:00	0.0	10.8	32.4
2026-06-11 06:00:00	315.0	10.88	26.6
2026-06-11 06:10:00	292.5	11.47	38.9
2026-06-11 06:20:00	315.0	11.05	54.9
2026-06-11 06:30:00	315.0	10.88	51.3
2026-06-11 06:40:00	315.0	10.88	59.9
2026-06-11 06:50:00	315.0	10.71	55.1
2026-06-11 07:00:00	315.0	10.55	46.6
2026-06-11 07:10:00	315.0	10.63	61.2
2026-06-11 07:20:00	315.0	10.46	40.3
2026-06-11 07:30:00	315.0	10.55	53.8
2026-06-11 07:40:00	315.0	10.8	67.9
2026-06-11 07:50:00	315.0	10.88	60.5
2026-06-11 08:00:00	337.5	10.46	45.9
2026-06-11 08:10:00	315.0	10.13	50.4
2026-06-11 08:20:00	337.5	10.05	46.8
2026-06-11 08:30:00	337.5	10.13	51.5
2026-06-11 08:40:00	0.0	10.05	46.1
2026-06-11 08:50:00	315.0	10.13	57.1
2026-06-11 09:00:00	315.0	10.3	56.2
2026-06-11 09:10:00	315.0	10.46	47.3
2026-06-11 09:20:00	315.0	10.46	37.6
2026-06-11 09:30:00	315.0	10.38	46.4
2026-06-11 09:40:00	315.0	10.71	69.8
2026-06-11 09:50:00	315.0	10.8	64.4
2026-06-11 10:00:00	315.0	10.97	61.4
2026-06-11 10:10:00	315.0	10.63	47.3
2026-06-11 10:20:00	315.0	10.8	55.1
2026-06-11 10:30:00	315.0	11.22	34.6
2026-06-11 10:40:00	337.5	11.8	46.1
2026-06-11 10:50:00	315.0	11.88	44.1
2026-06-11 11:00:00	337.5	12.05	37.4
2026-06-11 11:10:00	337.5	11.88	32.6
2026-06-11 11:20:00	337.5	12.13	28.4
2026-06-11 11:30:00	337.5	12.22	32.4
2026-06-11 11:40:00	315.0	12.3	31.5
2026-06-11 11:50:00	0.0	12.05	41.9
2026-06-11 12:00:00	337.5	11.97	25.0
2026-06-11 12:10:00	337.5	12.47	19.8
2026-06-11 12:20:00	337.5	12.55	34.2
2026-06-11 12:30:00	0.0	12.72	41.0
2026-06-11 12:40:00	337.5	12.72	22.9
2026-06-11 12:50:00	0.0	13.22	39.1
2026-06-11 13:00:00	292.5	14.06	47.0
2026-06-11 13:10:00	22.5	14.14	45.7
2026-06-11 13:20:00	22.5	13.05	41.2
2026-06-11 13:30:00	337.5	13.55	43.4
2026-06-11 13:40:00	315.0	13.97	42.7
2026-06-11 13:50:00	315.0	14.14	36.7
2026-06-11 14:00:00	337.5	14.47	22.1
2026-06-11 14:10:00	337.5	14.64	44.8
2026-06-11 14:20:00	337.5	14.89	46.3
2026-06-11 14:30:00	315.0	15.23	25.9
2026-06-11 14:40:00	292.5	15.06	60.3
2026-06-11 14:50:00	315.0	15.23	49.9
2026-06-11 15:00:00	315.0	15.23	48.8
2026-06-11 15:10:00	315.0	15.32	61.0
2026-06-11 15:20:00	292.5	15.32	59.6
2026-06-11 15:30:00	315.0	15.23	52.6
2026-06-11 15:40:00	292.5	15.58	46.4
2026-06-11 15:50:00	315.0	15.92	59.4
2026-06-11 16:00:00	315.0	15.92	45.5
2026-06-11 16:10:00	292.5	16.0	53.1
2026-06-11 16:20:00	292.5	15.92	45.9
2026-06-11 16:30:00	292.5	15.66	52.4
2026-06-11 16:40:00	315.0	15.23	78.5
2026-06-11 16:50:00	292.5	14.97	37.4
2026-06-11 17:00:00	315.0	14.81	47.0
2026-06-11 17:10:00	292.5	14.72	55.8
2026-06-11 17:20:00	315.0	14.39	48.2
2026-06-11 17:30:00	315.0	14.39	46.8
2026-06-11 17:40:00	292.5	14.47	52.4
2026-06-11 17:50:00	292.5	14.22	45.2
2026-06-11 18:00:00	292.5	13.89	50.4
2026-06-11 18:10:00	315.0	13.64	64.6
2026-06-11 18:20:00	315.0	13.72	52.7
2026-06-11 18:30:00	292.5	13.55	34.4
2026-06-11 18:40:00	292.5	13.22	46.8
2026-06-11 18:50:00	247.5	13.3	53.1
2026-06-11 19:00:00	247.5	13.22	37.6
2026-06-11 19:10:00	270.0	13.14	47.5
2026-06-11 19:20:00	270.0	13.14	43.9
2026-06-11 19:30:00	270.0	13.14	32.6
2026-06-11 19:40:00	270.0	13.05	49.0
2026-06-11 19:50:00	292.5	12.55	56.3
2026-06-11 20:00:00	292.5	12.55	45.7
2026-06-11 20:10:00	270.0	12.8	46.8
2026-06-11 20:20:00	270.0	12.55	27.0
2026-06-11 20:30:00	292.5	12.47	54.2
2026-06-11 20:40:00	292.5	12.22	27.7
2026-06-11 20:50:00	0.0	12.13	37.1
2026-06-11 21:00:00	292.5	12.13	36.5
2026-06-11 21:10:00	270.0	11.97	23.9
2026-06-11 21:20:00	292.5	12.05	35.3
2026-06-11 21:30:00	292.5	11.8	34.7
2026-06-11 21:40:00	270.0	11.72	29.7
2026-06-11 21:50:00	292.5	11.38	43.4
2026-06-11 22:00:00	292.5	11.38	51.3
2026-06-11 22:10:00	292.5	11.22	44.6
2026-06-11 22:20:00	270.0	10.97	51.8
2026-06-11 22:30:00	292.5	10.97	36.9
2026-06-11 22:40:00	270.0	10.88	46.8
2026-06-11 22:50:00	292.5	10.71	44.8
2026-06-11 23:00:00	292.5	10.63	32.9
2026-06-11 23:10:00	292.5	10.46	51.5
2026-06-11 23:20:00	270.0	10.38	58.5
2026-06-11 23:30:00	292.5	10.21	31.7
2026-06-11 23:40:00	247.5	10.21	41.0
2026-06-11 23:50:00	270.0	9.96	24.1
2026-06-12 00:00:00	270.0	10.13	42.7
2026-06-12 00:10:00	247.5	10.05	37.3
2026-06-12 00:20:00	270.0	10.05	36.5
2026-06-12 00:30:00	270.0	9.8	27.4
2026-06-12 00:40:00	270.0	9.8	23.6
2026-06-12 00:50:00	270.0	9.63	23.6
2026-06-12 01:00:00	247.5	9.55	25.4
2026-06-12 01:10:00	270.0	9.55	22.5
2026-06-12 01:20:00	270.0	9.55	38.5
2026-06-12 01:30:00	270.0	9.55	43.2
2026-06-12 01:40:00	292.5	9.55	54.5
2026-06-12 01:50:00	292.5	9.46	55.6
2026-06-12 02:00:00	292.5	9.3	21.2
2026-06-12 02:10:00	270.0	9.21	32.6
2026-06-12 02:20:00	247.5	9.05	30.8
2026-06-12 02:30:00	247.5	8.96	32.8
2026-06-12 02:40:00	292.5	8.8	30.6
2026-06-12 02:50:00	270.0	8.71	22.1
2026-06-12 03:00:00	270.0	8.46	39.6
2026-06-12 03:10:00	270.0	8.3	47.3
2026-06-12 03:20:00	292.5	8.3	55.6
2026-06-12 03:30:00	292.5	7.96	34.9
2026-06-12 03:40:00	270.0	7.88	32.2
2026-06-12 03:50:00	270.0	7.71	34.7
2026-06-12 04:00:00	292.5	7.3	35.8
2026-06-12 04:10:00	270.0	7.22	47.0
2026-06-12 04:20:00	247.5	7.22	56.7
2026-06-12 04:30:00	292.5	7.13	61.0
2026-06-12 04:40:00	247.5	7.05	47.5
2026-06-12 04:50:00	225.0	6.97	40.7
2026-06-12 05:00:00	270.0	6.88	49.9
2026-06-12 05:10:00	292.5	6.8	57.4
2026-06-12 05:20:00	270.0	6.63	34.9
2026-06-12 05:30:00	315.0	6.72	58.5
2026-06-12 05:40:00	292.5	6.8	42.7
2026-06-12 05:50:00	292.5	6.63	23.4
2026-06-12 06:00:00	270.0	6.55	43.4
2026-06-12 06:10:00	270.0	6.63	45.2
2026-06-12 06:20:00	270.0	6.63	61.7
2026-06-12 06:30:00	270.0	6.38	38.3
2026-06-12 06:40:00	270.0	6.38	29.5
2026-06-12 06:50:00	247.5	6.38	35.5
2026-06-12 07:00:00	292.5	6.47	31.1
2026-06-12 07:10:00	270.0	6.3	58.9
2026-06-12 07:20:00	270.0	6.22	38.3
2026-06-12 07:30:00	270.0	6.47	32.8
2026-06-12 07:40:00	292.5	6.38	45.5
2026-06-12 07:50:00	270.0	6.55	45.4
2026-06-12 08:00:00	247.5	6.55	32.4
2026-06-12 08:10:00	247.5	6.63	58.9
2026-06-12 08:20:00	247.5	6.55	54.2
2026-06-12 08:30:00	270.0	6.47	47.5
2026-06-12 08:40:00	247.5	6.47	33.8
2026-06-12 08:50:00	247.5	6.38	40.3
2026-06-12 09:00:00	247.5	6.3	45.2
2026-06-12 09:10:00	270.0	6.47	34.0
2026-06-12 09:20:00	270.0	6.55	42.1
2026-06-12 09:30:00	247.5	6.72	56.7
2026-06-12 09:40:00	247.5	6.55	50.4
2026-06-12 09:50:00	270.0	6.63	41.4
2026-06-12 10:00:00	247.5	6.63	47.7
2026-06-12 10:10:00	247.5	7.22	29.2
2026-06-12 10:20:00	247.5	7.22	43.4
2026-06-12 10:30:00	247.5	7.38	51.3
2026-06-12 10:40:00	247.5	7.71	42.5
2026-06-12 10:50:00	247.5	8.05	47.2
2026-06-12 11:00:00	225.0	8.13	51.8
2026-06-12 11:10:00	247.5	8.3	37.8
2026-06-12 11:20:00	225.0	8.38	52.6
2026-06-12 11:30:00	225.0	8.3	50.9
2026-06-12 11:40:00	225.0	8.3	46.3
2026-06-12 11:50:00	225.0	8.38	45.2
2026-06-12 12:00:00	225.0	8.21	44.1
2026-06-12 12:10:00	202.5	8.13	47.0
2026-06-12 12:20:00	225.0	8.3	53.1
2026-06-12 12:30:00	225.0	8.21	54.7
2026-06-12 12:40:00	225.0	8.38	49.3
2026-06-12 12:50:00	225.0	8.63	36.4
2026-06-12 13:00:00	225.0	8.3	50.2
2026-06-12 13:10:00	225.0	8.13	58.9
2026-06-12 13:20:00	225.0	7.96	63.2
2026-06-12 13:30:00	247.5	8.3	47.0
2026-06-12 13:40:00	202.5	7.96	49.5
2026-06-12 13:50:00	202.5	7.8	67.7
2026-06-12 14:00:00	202.5	7.8	62.8
2026-06-12 14:10:00	202.5	7.8	64.1
2026-06-12 14:20:00	202.5	7.8	62.5
2026-06-12 14:30:00	202.5	7.96	72.0
2026-06-12 14:40:00	225.0	7.71	37.8
2026-06-12 14:50:00	225.0	7.38	68.6
2026-06-12 15:00:00	225.0	7.55	51.3
2026-06-12 15:10:00	202.5	7.96	42.7
2026-06-12 15:20:00	225.0	7.71	45.5
2026-06-12 15:30:00	225.0	7.38	55.6
2026-06-12 15:40:00	247.5	7.3	46.1
2026-06-12 15:50:00	225.0	7.55	54.5
2026-06-12 16:00:00	225.0	7.88	37.1
2026-06-12 16:10:00	225.0	7.55	64.1
2026-06-12 16:20:00	202.5	7.47	57.2
2026-06-12 16:30:00	202.5	7.3	52.6
2026-06-12 16:40:00	225.0	7.71	52.7
2026-06-12 16:50:00	202.5	7.88	31.5
2026-06-12 17:00:00	225.0	7.38	52.7
2026-06-12 17:10:00	225.0	6.97	50.4
2026-06-12 17:20:00	225.0	6.97	41.9
2026-06-12 17:30:00	225.0	6.97	48.2
2026-06-12 17:40:00	202.5	6.88	49.5
2026-06-12 17:50:00	247.5	6.72	41.9
2026-06-12 18:00:00	225.0	6.8	37.8
2026-06-12 18:10:00	202.5	6.55	40.0
2026-06-12 18:20:00	202.5	6.63	46.4
2026-06-12 18:30:00	247.5	6.63	47.3
2026-06-12 18:40:00	202.5	6.63	47.2
2026-06-12 18:50:00	202.5	6.63	42.8
2026-06-12 19:00:00	202.5	6.72	53.5
2026-06-12 19:10:00	225.0	6.55	45.2
2026-06-12 19:20:00	225.0	6.47	37.3
2026-06-12 19:30:00	202.5	6.38	44.3
2026-06-12 19:40:00	202.5	6.3	46.8
2026-06-12 19:50:00	202.5	5.97	41.9
2026-06-12 20:00:00	225.0	6.22	55.6
2026-06-12 20:10:00	180.0	6.05	38.3
2026-06-12 20:20:00	225.0	5.97	43.4
2026-06-12 20:30:00	202.5	5.97	34.7
2026-06-12 20:40:00	202.5	5.8	27.9
2026-06-12 20:50:00	225.0	5.88	39.8
2026-06-12 21:00:00	202.5	5.63	39.4
2026-06-12 21:10:00	225.0	5.63	27.0
2026-06-12 21:20:00	225.0	5.47	21.4
2026-06-12 21:30:00	225.0	5.3	33.1
2026-06-12 21:40:00	225.0	5.47	38.5
2026-06-12 21:50:00	180.0	5.47	36.0
2026-06-12 22:00:00	202.5	5.22	27.2
2026-06-12 22:10:00	225.0	5.13	38.7
2026-06-12 22:20:00	180.0	5.13	41.6
2026-06-12 22:30:00	225.0	5.13	38.3
2026-06-12 22:40:00	202.5	5.05	28.4
2026-06-12 22:50:00	225.0	4.97	29.0
2026-06-12 23:00:00	247.5	4.79	20.2
2026-06-12 23:10:00	225.0	4.54	17.3
2026-06-12 23:20:00	225.0	4.54	20.2
2026-06-12 23:30:00	247.5	4.37	20.5
2026-06-12 23:40:00	247.5	4.37	16.0
2026-06-12 23:50:00	225.0	4.19	19.8
2026-06-13 00:00:00	247.5	4.11	15.5
2026-06-13 00:10:00	225.0	4.62	17.8
2026-06-13 00:20:00	202.5	4.45	17.1
2026-06-13 00:30:00	225.0	4.37	19.6
2026-06-13 00:40:00	247.5	4.28	17.6
2026-06-13 00:50:00	225.0	4.19	14.0
2026-06-13 01:00:00	225.0	3.94	14.2
2026-06-13 01:10:00	247.5	4.19	18.5
2026-06-13 01:20:00	247.5	4.11	18.7
2026-06-13 01:30:00	202.5	4.02	19.6
2026-06-13 01:40:00	225.0	3.85	20.5
2026-06-13 01:50:00	247.5	4.02	30.8
2026-06-13 02:00:00	225.0	3.85	21.2
2026-06-13 02:10:00	225.0	3.94	34.6
2026-06-13 02:20:00	225.0	4.28	30.1
2026-06-13 02:30:00	225.0	4.11	20.3
2026-06-13 02:40:00	202.5	4.11	22.1
2026-06-13 02:50:00	225.0	3.94	16.4
2026-06-13 03:00:00	225.0	3.59	17.6
2026-06-13 03:10:00	247.5	3.16	13.0
2026-06-13 03:20:00	247.5	2.65	11.2
2026-06-13 03:30:00	292.5	3.16	17.3
2026-06-13 03:40:00	270.0	2.82	16.7
2026-06-13 03:50:00	270.0	2.22	9.0
2026-06-13 04:00:00	247.5	1.79	13.1
2026-06-13 04:10:00	270.0	2.13	13.5
2026-06-13 04:20:00	247.5	1.87	10.4
2026-06-13 04:30:00	270.0	1.62	11.2
2026-06-13 04:40:00	270.0	2.05	12.4
2026-06-13 04:50:00	292.5	2.91	7.7
2026-06-13 05:00:00	270.0	2.56	21.4
2026-06-13 05:10:00	247.5	2.56	18.9
2026-06-13 05:20:00	247.5	3.16	25.9
2026-06-13 05:30:00	247.5	3.16	24.5
2026-06-13 05:40:00	225.0	3.68	25.4
2026-06-13 05:50:00	225.0	3.85	18.9
2026-06-13 06:00:00	247.5	3.68	24.5
2026-06-13 06:10:00	247.5	3.51	18.2
2026-06-13 06:20:00	247.5	3.16	22.3
2026-06-13 06:30:00	247.5	3.42	17.3
2026-06-13 06:40:00	225.0	3.42	0.9
2026-06-13 06:50:00	225.0	3.16	18.4
2026-06-13 07:00:00	247.5	2.56	2.3
2026-06-13 07:10:00	247.5	2.39	19.8
2026-06-13 07:20:00	270.0	3.33	25.6
2026-06-13 07:30:00	270.0	3.68	18.7
2026-06-13 07:40:00	292.5	3.94	16.0
2026-06-13 07:50:00	292.5	3.59	32.8
2026-06-13 08:00:00	270.0	3.42	20.5
2026-06-13 08:10:00	292.5	3.51	21.4
2026-06-13 08:20:00	270.0	3.59	23.9
2026-06-13 08:30:00	292.5	3.33	13.3
2026-06-13 08:40:00	247.5	2.91	19.8
2026-06-13 08:50:00	247.5	2.22	19.1
2026-06-13 09:00:00	247.5	1.96	16.6
2026-06-13 09:10:00	247.5	2.22	16.4
2026-06-13 09:20:00	270.0	3.16	13.0
2026-06-13 09:30:00	247.5	3.85	12.4
2026-06-13 09:40:00	270.0	3.68	27.0
2026-06-13 09:50:00	247.5	4.45	11.3
2026-06-13 10:00:00	247.5	4.62	17.8
2026-06-13 10:10:00	247.5	4.71	24.7
2026-06-13 10:20:00	292.5	4.71	22.7
2026-06-13 10:30:00	292.5	4.88	22.0
2026-06-13 10:40:00	292.5	5.05	32.9
2026-06-13 10:50:00	292.5	5.22	26.3
2026-06-13 11:00:00	292.5	5.47	22.3
2026-06-13 11:10:00	270.0	5.72	21.4
2026-06-13 11:20:00	292.5	5.72	22.7
2026-06-13 11:30:00	270.0	5.88	32.6
2026-06-13 11:40:00	292.5	6.13	27.5
2026-06-13 11:50:00	270.0	6.63	12.1
2026-06-13 12:00:00	270.0	6.72	16.0
2026-06-13 12:10:00	292.5	7.05	17.1
2026-06-13 12:20:00	292.5	7.22	45.9
2026-06-13 12:30:00	270.0	7.22	28.8
2026-06-13 12:40:00	292.5	7.22	52.9
2026-06-13 12:50:00	270.0	7.3	29.7
2026-06-13 13:00:00	270.0	7.38	21.8
2026-06-13 13:10:00	247.5	7.38	41.0
2026-06-13 13:20:00	270.0	7.71	34.0
2026-06-13 13:30:00	247.5	7.8	38.9
2026-06-13 13:40:00	270.0	8.05	40.9
2026-06-13 13:50:00	270.0	7.88	34.6
2026-06-13 14:00:00	270.0	7.71	35.3
2026-06-13 14:10:00	270.0	7.71	30.2
2026-06-13 14:20:00	292.5	7.47	48.6
2026-06-13 14:30:00	270.0	7.55	31.1
2026-06-13 14:40:00	292.5	7.55	41.8
2026-06-13 14:50:00	270.0	7.88	33.1
2026-06-13 15:00:00	315.0	7.96	32.2
2026-06-13 15:10:00	270.0	8.05	23.4
2026-06-13 15:20:00	247.5	8.05	29.0
2026-06-13 15:30:00	292.5	8.21	31.7
2026-06-13 15:40:00	292.5	8.3	32.9
2026-06-13 15:50:00	247.5	8.38	28.8
2026-06-13 16:00:00	270.0	8.55	37.3
2026-06-13 16:10:00	247.5	8.63	20.3
2026-06-13 16:20:00	292.5	8.63	38.2
2026-06-13 16:30:00	315.0	8.71	27.4
2026-06-13 16:40:00	270.0	8.71	22.7
2026-06-13 16:50:00	270.0	8.63	41.6
2026-06-13 17:00:00	270.0	8.46	28.6
2026-06-13 17:10:00	270.0	8.38	41.4
2026-06-13 17:20:00	270.0	8.13	18.9
2026-06-13 17:30:00	270.0	7.96	51.3
2026-06-13 17:40:00	270.0	7.55	37.8
2026-06-13 17:50:00	247.5	7.38	32.9
2026-06-13 18:00:00	270.0	7.38	48.8
2026-06-13 18:10:00	247.5	7.22	29.9
2026-06-13 18:20:00	247.5	7.05	32.6
2026-06-13 18:30:00	247.5	7.22	22.1
2026-06-13 18:40:00	270.0	7.22	28.3
2026-06-13 18:50:00	270.0	7.22	29.5
2026-06-13 19:00:00	270.0	7.13	26.3
2026-06-13 19:10:00	292.5	7.13	27.2
2026-06-13 19:20:00	270.0	7.22	30.2
2026-06-13 19:30:00	247.5	7.38	26.3
2026-06-13 19:40:00	315.0	7.38	44.6
2026-06-13 19:50:00	270.0	7.3	35.6
2026-06-13 20:00:00	292.5	7.47	29.3
2026-06-13 20:10:00	292.5	7.47	41.8
2026-06-13 20:20:00	247.5	7.47	36.9
2026-06-13 20:30:00	247.5	7.71	22.0
2026-06-13 20:40:00	292.5	7.8	16.0
2026-06-13 20:50:00	292.5	7.8	24.5
2026-06-13 21:00:00	225.0	7.71	38.9
2026-06-13 21:10:00	292.5	7.8	39.4
2026-06-13 21:20:00	270.0	7.71	34.6
2026-06-13 21:30:00	292.5	7.55	21.8
2026-06-13 21:40:00	270.0	7.8	29.0
2026-06-13 21:50:00	270.0	7.96	40.3
2026-06-13 22:00:00	270.0	7.96	44.3
2026-06-13 22:10:00	292.5	7.96	25.4
2026-06-13 22:20:00	270.0	8.05	37.6
2026-06-13 22:30:00	315.0	8.21	41.2
2026-06-13 22:40:00	292.5	8.38	21.8
2026-06-13 22:50:00	270.0	8.88	29.3
2026-06-13 23:00:00	270.0	8.8	18.7
2026-06-13 23:10:00	292.5	9.38	16.2
2026-06-13 23:20:00	270.0	9.8	44.1
2026-06-13 23:30:00	270.0	9.13	25.4
2026-06-13 23:40:00	270.0	9.46	39.1
2026-06-13 23:50:00	247.5	9.21	32.4
2026-06-14 00:00:00	247.5	9.46	45.0
2026-06-14 00:10:00	247.5	9.46	37.4
2026-06-14 00:20:00	247.5	9.55	44.5
2026-06-14 00:30:00	292.5	9.71	58.0
2026-06-14 00:40:00	270.0	9.55	25.9
2026-06-14 00:50:00	247.5	9.46	31.7
2026-06-14 01:00:00	270.0	9.38	44.3
2026-06-14 01:10:00	292.5	9.13	48.2
2026-06-14 01:20:00	270.0	9.05	39.1
2026-06-14 01:30:00	270.0	8.96	46.4
2026-06-14 01:40:00	270.0	8.8	56.0
2026-06-14 01:50:00	292.5	8.8	28.4
2026-06-14 02:00:00	292.5	8.96	47.5
2026-06-14 02:10:00	270.0	9.63	50.9
2026-06-14 02:20:00	247.5	9.88	23.0
2026-06-14 02:30:00	270.0	9.96	33.5
2026-06-14 02:40:00	270.0	10.21	40.0
2026-06-14 02:50:00	247.5	10.46	60.7
2026-06-14 03:00:00	270.0	10.55	53.5
2026-06-14 03:10:00	247.5	10.63	48.8
2026-06-14 03:20:00	247.5	10.8	62.6
2026-06-14 03:30:00	247.5	10.55	40.7
2026-06-14 03:40:00	292.5	10.55	39.6
2026-06-14 03:50:00	270.0	10.63	50.8
2026-06-14 04:00:00	247.5	10.13	43.7
2026-06-14 04:10:00	270.0	10.13	42.8
2026-06-14 04:20:00	270.0	10.3	49.7
2026-06-14 04:30:00	292.5	10.3	46.4
2026-06-14 04:40:00	247.5	10.55	58.0
2026-06-14 04:50:00	270.0	10.55	41.4
2026-06-14 05:00:00	292.5	9.96	27.0
2026-06-14 05:10:00	292.5	10.13	46.8
2026-06-14 05:20:00	270.0	10.38	51.7
2026-06-14 05:30:00	270.0	10.8	36.9
2026-06-14 05:40:00	270.0	10.88	37.4
2026-06-14 05:50:00	270.0	10.97	40.7
2026-06-14 06:00:00	292.5	11.05	42.8
