# Plataforma: Estación EMAC - Caleta Córdova CMD0
# Tipo: Estación Meteorológica
# Periodo: 2026-06-01 / 2026-06-30
# Generado: 2026-07-01 12:26:43 UTC
# Timestamps: 4320  Variables: 3
# Separador: TAB  |  Valor ausente: NaN
timestamp	Dirección del Viento[°]	Temperatura Exterior[°C]	Velocidad del Viento[km/h]
2026-06-14 06:10:00	292.5	10.8	37.6
2026-06-14 06:20:00	270.0	10.88	41.6
2026-06-14 06:30:00	292.5	10.63	48.6
2026-06-14 06:40:00	292.5	10.8	31.3
2026-06-14 06:50:00	247.5	10.97	45.0
2026-06-14 07:00:00	292.5	10.71	49.5
2026-06-14 07:10:00	247.5	10.97	36.9
2026-06-14 07:20:00	270.0	11.13	24.8
2026-06-14 07:30:00	247.5	11.13	49.1
2026-06-14 07:40:00	270.0	10.88	35.8
2026-06-14 07:50:00	225.0	10.88	41.4
2026-06-14 08:00:00	270.0	10.88	35.8
2026-06-14 08:10:00	270.0	11.05	41.6
2026-06-14 08:20:00	292.5	11.13	39.1
2026-06-14 08:30:00	270.0	11.22	22.1
2026-06-14 08:40:00	247.5	11.13	35.1
2026-06-14 08:50:00	270.0	11.38	36.7
2026-06-14 09:00:00	292.5	11.38	31.0
2026-06-14 09:10:00	292.5	11.22	27.5
2026-06-14 09:20:00	247.5	11.38	41.6
2026-06-14 09:30:00	270.0	11.63	35.8
2026-06-14 09:40:00	270.0	11.8	37.1
2026-06-14 09:50:00	292.5	11.97	34.4
2026-06-14 10:00:00	270.0	12.13	36.0
2026-06-14 10:10:00	292.5	12.39	36.7
2026-06-14 10:20:00	315.0	12.47	27.0
2026-06-14 10:30:00	247.5	12.72	38.5
2026-06-14 10:40:00	247.5	12.97	32.9
2026-06-14 10:50:00	247.5	13.39	28.8
2026-06-14 11:00:00	292.5	13.47	26.8
2026-06-14 11:10:00	270.0	13.64	25.7
2026-06-14 11:20:00	270.0	13.89	33.3
2026-06-14 11:30:00	270.0	14.22	27.5
2026-06-14 11:40:00	247.5	14.47	28.8
2026-06-14 11:50:00	247.5	14.56	22.9
2026-06-14 12:00:00	247.5	14.64	23.8
2026-06-14 12:10:00	270.0	14.72	25.7
2026-06-14 12:20:00	247.5	15.06	17.6
2026-06-14 12:30:00	247.5	15.15	20.3
2026-06-14 12:40:00	247.5	15.15	22.5
2026-06-14 12:50:00	270.0	15.23	13.3
2026-06-14 13:00:00	247.5	15.75	13.0
2026-06-14 13:10:00	292.5	16.09	20.2
2026-06-14 13:20:00	292.5	15.23	34.0
2026-06-14 13:30:00	247.5	15.58	24.1
2026-06-14 13:40:00	247.5	16.09	16.0
2026-06-14 13:50:00	247.5	16.35	24.8
2026-06-14 14:00:00	270.0	16.43	28.1
2026-06-14 14:10:00	270.0	16.18	37.4
2026-06-14 14:20:00	337.5	16.18	33.5
2026-06-14 14:30:00	270.0	16.09	28.4
2026-06-14 14:40:00	292.5	15.75	27.2
2026-06-14 14:50:00	292.5	15.4	43.4
2026-06-14 15:00:00	247.5	15.32	25.6
2026-06-14 15:10:00	270.0	15.23	29.0
2026-06-14 15:20:00	270.0	15.32	30.4
2026-06-14 15:30:00	270.0	15.32	29.9
2026-06-14 15:40:00	292.5	15.4	21.1
2026-06-14 15:50:00	270.0	14.97	14.8
2026-06-14 16:00:00	247.5	15.32	14.6
2026-06-14 16:10:00	270.0	15.66	26.8
2026-06-14 16:20:00	270.0	15.58	16.0
2026-06-14 16:30:00	270.0	15.58	21.6
2026-06-14 16:40:00	270.0	15.15	28.8
2026-06-14 16:50:00	270.0	14.81	30.1
2026-06-14 17:00:00	270.0	14.64	24.3
2026-06-14 17:10:00	292.5	14.06	36.9
2026-06-14 17:20:00	292.5	13.64	33.8
2026-06-14 17:30:00	270.0	13.55	38.2
2026-06-14 17:40:00	247.5	13.55	36.7
2026-06-14 17:50:00	270.0	13.55	29.0
2026-06-14 18:00:00	270.0	13.22	39.1
2026-06-14 18:10:00	247.5	13.3	36.5
2026-06-14 18:20:00	270.0	13.22	40.5
2026-06-14 18:30:00	270.0	13.3	29.7
2026-06-14 18:40:00	270.0	13.39	41.6
2026-06-14 18:50:00	247.5	13.3	28.3
2026-06-14 19:00:00	270.0	13.3	39.1
2026-06-14 19:10:00	270.0	13.14	19.1
2026-06-14 19:20:00	270.0	13.3	31.3
2026-06-14 19:30:00	247.5	12.8	29.3
2026-06-14 19:40:00	315.0	12.64	29.7
2026-06-14 19:50:00	247.5	12.55	28.8
2026-06-14 20:00:00	247.5	12.72	27.5
2026-06-14 20:10:00	270.0	12.89	21.1
2026-06-14 20:20:00	292.5	12.72	23.4
2026-06-14 20:30:00	270.0	12.64	14.0
2026-06-14 20:40:00	315.0	12.72	8.5
2026-06-14 20:50:00	315.0	12.8	29.2
2026-06-14 21:00:00	292.5	12.3	16.4
2026-06-14 21:10:00	225.0	12.39	29.0
2026-06-14 21:20:00	247.5	12.39	18.2
2026-06-14 21:30:00	270.0	12.39	17.3
2026-06-14 21:40:00	225.0	12.13	18.7
2026-06-14 21:50:00	270.0	11.88	14.4
2026-06-14 22:00:00	247.5	12.05	26.1
2026-06-14 22:10:00	270.0	12.13	10.3
2026-06-14 22:20:00	225.0	12.13	18.2
2026-06-14 22:30:00	270.0	12.3	13.5
2026-06-14 22:40:00	270.0	12.47	39.1
2026-06-14 22:50:00	225.0	12.47	30.4
2026-06-14 23:00:00	225.0	12.8	21.1
2026-06-14 23:10:00	247.5	12.55	16.0
2026-06-14 23:20:00	292.5	12.47	18.5
2026-06-14 23:30:00	270.0	12.22	18.5
2026-06-14 23:40:00	270.0	11.63	13.1
2026-06-14 23:50:00	247.5	11.05	24.8
2026-06-15 00:00:00	247.5	12.22	25.0
2026-06-15 00:10:00	247.5	12.05	19.6
2026-06-15 00:20:00	225.0	11.63	24.3
2026-06-15 00:30:00	270.0	11.63	12.4
2026-06-15 00:40:00	270.0	11.63	29.2
2026-06-15 00:50:00	292.5	11.63	32.6
2026-06-15 01:00:00	270.0	12.13	19.8
2026-06-15 01:10:00	270.0	12.22	27.4
2026-06-15 01:20:00	270.0	11.88	22.3
2026-06-15 01:30:00	292.5	11.88	14.8
2026-06-15 01:40:00	292.5	12.05	24.7
2026-06-15 01:50:00	225.0	12.13	23.2
2026-06-15 02:00:00	270.0	12.47	9.7
2026-06-15 02:10:00	270.0	12.55	30.1
2026-06-15 02:20:00	292.5	12.39	24.5
2026-06-15 02:30:00	292.5	12.22	17.8
2026-06-15 02:40:00	225.0	11.97	22.7
2026-06-15 02:50:00	270.0	12.3	30.6
2026-06-15 03:00:00	292.5	12.39	17.3
2026-06-15 03:10:00	270.0	12.22	24.3
2026-06-15 03:20:00	315.0	11.88	26.1
2026-06-15 03:30:00	315.0	11.88	29.0
2026-06-15 03:40:00	292.5	11.47	32.9
2026-06-15 03:50:00	292.5	11.38	18.5
2026-06-15 04:00:00	292.5	11.72	21.1
2026-06-15 04:10:00	292.5	11.47	14.9
2026-06-15 04:20:00	337.5	11.38	22.5
2026-06-15 04:30:00	315.0	11.38	9.0
2026-06-15 04:40:00	22.5	11.8	26.6
2026-06-15 04:50:00	270.0	11.38	14.4
2026-06-15 05:00:00	247.5	11.72	21.4
2026-06-15 05:10:00	247.5	11.72	8.8
2026-06-15 05:20:00	247.5	11.72	22.7
2026-06-15 05:30:00	225.0	11.72	23.8
2026-06-15 05:40:00	247.5	11.8	33.7
2026-06-15 05:50:00	270.0	12.3	28.8
2026-06-15 06:00:00	292.5	12.72	19.3
2026-06-15 06:10:00	270.0	12.8	39.1
2026-06-15 06:20:00	270.0	12.97	31.1
2026-06-15 06:30:00	292.5	13.3	38.9
2026-06-15 06:40:00	270.0	12.97	21.6
2026-06-15 06:50:00	292.5	13.64	22.0
2026-06-15 07:00:00	247.5	13.05	25.9
2026-06-15 07:10:00	270.0	13.55	29.3
2026-06-15 07:20:00	270.0	13.3	22.5
2026-06-15 07:30:00	315.0	13.81	20.7
2026-06-15 07:40:00	292.5	13.89	19.6
2026-06-15 07:50:00	270.0	13.97	28.6
2026-06-15 08:00:00	247.5	13.89	50.0
2026-06-15 08:10:00	247.5	13.97	50.9
2026-06-15 08:20:00	270.0	14.06	47.5
2026-06-15 08:30:00	247.5	13.55	43.7
2026-06-15 08:40:00	292.5	13.22	43.0
2026-06-15 08:50:00	270.0	12.89	32.6
2026-06-15 09:00:00	270.0	12.8	21.2
2026-06-15 09:10:00	292.5	12.89	45.4
2026-06-15 09:20:00	315.0	12.8	40.1
2026-06-15 09:30:00	270.0	12.97	31.1
2026-06-15 09:40:00	292.5	13.72	13.9
2026-06-15 09:50:00	270.0	13.89	29.5
2026-06-15 10:00:00	247.5	13.89	23.6
2026-06-15 10:10:00	292.5	13.55	29.0
2026-06-15 10:20:00	247.5	13.39	32.8
2026-06-15 10:30:00	270.0	13.47	25.2
2026-06-15 10:40:00	315.0	13.39	39.2
2026-06-15 10:50:00	247.5	13.39	30.4
2026-06-15 11:00:00	225.0	13.47	16.0
2026-06-15 11:10:00	247.5	14.06	31.5
2026-06-15 11:20:00	247.5	14.14	52.0
2026-06-15 11:30:00	247.5	14.06	32.4
2026-06-15 11:40:00	292.5	13.89	18.7
2026-06-15 11:50:00	270.0	14.64	35.1
2026-06-15 12:00:00	247.5	14.31	56.7
2026-06-15 12:10:00	247.5	13.97	44.1
2026-06-15 12:20:00	247.5	13.89	48.8
2026-06-15 12:30:00	247.5	14.14	39.4
2026-06-15 12:40:00	247.5	14.47	41.6
2026-06-15 12:50:00	247.5	14.64	29.7
2026-06-15 13:00:00	225.0	14.64	20.5
2026-06-15 13:10:00	247.5	14.56	25.0
2026-06-15 13:20:00	247.5	14.47	37.3
2026-06-15 13:30:00	270.0	14.39	18.2
2026-06-15 13:40:00	270.0	14.39	26.3
2026-06-15 13:50:00	270.0	14.64	13.0
2026-06-15 14:00:00	247.5	15.66	23.9
2026-06-15 14:10:00	247.5	16.35	21.1
2026-06-15 14:20:00	247.5	16.52	31.0
2026-06-15 14:30:00	270.0	16.69	38.3
2026-06-15 14:40:00	270.0	16.69	42.5
2026-06-15 14:50:00	247.5	16.86	49.3
2026-06-15 15:00:00	247.5	16.86	55.1
2026-06-15 15:10:00	247.5	16.09	48.8
2026-06-15 15:20:00	270.0	16.0	30.2
2026-06-15 15:30:00	270.0	15.83	29.3
2026-06-15 15:40:00	247.5	15.4	37.4
2026-06-15 15:50:00	292.5	15.06	29.2
2026-06-15 16:00:00	247.5	15.15	30.6
2026-06-15 16:10:00	270.0	14.97	35.1
2026-06-15 16:20:00	247.5	14.97	32.9
2026-06-15 16:30:00	270.0	14.81	48.6
2026-06-15 16:40:00	225.0	14.72	37.3
2026-06-15 16:50:00	270.0	14.72	35.5
2026-06-15 17:00:00	292.5	14.56	36.9
2026-06-15 17:10:00	247.5	14.56	28.1
2026-06-15 17:20:00	247.5	14.31	29.0
2026-06-15 17:30:00	247.5	14.31	39.8
2026-06-15 17:40:00	225.0	14.31	29.0
2026-06-15 17:50:00	225.0	13.97	17.5
2026-06-15 18:00:00	270.0	13.55	12.2
2026-06-15 18:10:00	247.5	13.55	26.8
2026-06-15 18:20:00	247.5	13.47	18.5
2026-06-15 18:30:00	247.5	13.55	32.2
2026-06-15 18:40:00	247.5	13.47	33.5
2026-06-15 18:50:00	247.5	13.72	25.0
2026-06-15 19:00:00	247.5	13.64	29.9
2026-06-15 19:10:00	270.0	13.55	33.7
2026-06-15 19:20:00	292.5	13.64	47.5
2026-06-15 19:30:00	270.0	13.39	35.8
2026-06-15 19:40:00	270.0	13.55	51.5
2026-06-15 19:50:00	270.0	13.55	64.1
2026-06-15 20:00:00	270.0	13.3	55.8
2026-06-15 20:10:00	247.5	13.39	48.1
2026-06-15 20:20:00	270.0	13.22	43.2
2026-06-15 20:30:00	270.0	13.39	50.0
2026-06-15 20:40:00	292.5	13.3	46.6
2026-06-15 20:50:00	270.0	13.14	56.0
2026-06-15 21:00:00	315.0	13.05	38.0
2026-06-15 21:10:00	270.0	12.89	47.2
2026-06-15 21:20:00	270.0	12.64	36.2
2026-06-15 21:30:00	225.0	12.8	54.2
2026-06-15 21:40:00	247.5	12.55	46.1
2026-06-15 21:50:00	247.5	12.72	58.0
2026-06-15 22:00:00	247.5	12.64	41.6
2026-06-15 22:10:00	247.5	12.64	49.5
2026-06-15 22:20:00	247.5	12.47	52.4
2026-06-15 22:30:00	270.0	12.55	49.1
2026-06-15 22:40:00	270.0	12.3	30.1
2026-06-15 22:50:00	270.0	12.22	56.9
2026-06-15 23:00:00	270.0	11.97	27.0
2026-06-15 23:10:00	292.5	11.8	36.4
2026-06-15 23:20:00	247.5	11.8	45.7
2026-06-15 23:30:00	247.5	11.88	34.2
2026-06-15 23:40:00	247.5	11.97	36.4
2026-06-15 23:50:00	270.0	12.22	29.0
2026-06-16 00:00:00	292.5	12.3	25.7
2026-06-16 00:10:00	270.0	12.39	28.3
2026-06-16 00:20:00	270.0	12.22	31.3
2026-06-16 00:30:00	292.5	12.13	29.9
2026-06-16 00:40:00	270.0	11.8	39.2
2026-06-16 00:50:00	270.0	11.88	14.8
2026-06-16 01:00:00	292.5	11.72	9.7
2026-06-16 01:10:00	270.0	11.72	21.1
2026-06-16 01:20:00	292.5	11.3	20.2
2026-06-16 01:30:00	247.5	11.47	15.8
2026-06-16 01:40:00	292.5	11.47	7.7
2026-06-16 01:50:00	315.0	11.63	13.7
2026-06-16 02:00:00	292.5	11.72	27.2
2026-06-16 02:10:00	270.0	11.8	14.0
2026-06-16 02:20:00	292.5	11.8	37.3
2026-06-16 02:30:00	292.5	11.47	11.3
2026-06-16 02:40:00	270.0	11.38	7.9
2026-06-16 02:50:00	270.0	11.13	5.4
2026-06-16 03:00:00	247.5	11.3	36.9
2026-06-16 03:10:00	247.5	11.38	23.9
2026-06-16 03:20:00	247.5	11.63	32.4
2026-06-16 03:30:00	270.0	11.63	30.2
2026-06-16 03:40:00	292.5	11.47	25.2
2026-06-16 03:50:00	270.0	11.72	31.0
2026-06-16 04:00:00	270.0	11.22	27.4
2026-06-16 04:10:00	315.0	11.13	27.4
2026-06-16 04:20:00	292.5	11.3	24.5
2026-06-16 04:30:00	270.0	10.71	17.8
2026-06-16 04:40:00	270.0	10.97	30.1
2026-06-16 04:50:00	247.5	10.8	26.5
2026-06-16 05:00:00	292.5	11.05	27.2
2026-06-16 05:10:00	270.0	10.97	29.5
2026-06-16 05:20:00	292.5	11.13	28.6
2026-06-16 05:30:00	270.0	11.22	49.5
2026-06-16 05:40:00	247.5	11.22	37.1
2026-06-16 05:50:00	247.5	11.22	28.6
2026-06-16 06:00:00	270.0	11.05	36.7
2026-06-16 06:10:00	247.5	10.97	36.7
2026-06-16 06:20:00	270.0	10.8	23.4
2026-06-16 06:30:00	270.0	10.63	26.8
2026-06-16 06:40:00	270.0	10.63	19.4
2026-06-16 06:50:00	247.5	10.55	24.1
2026-06-16 07:00:00	247.5	10.46	16.0
2026-06-16 07:10:00	270.0	10.71	39.4
2026-06-16 07:20:00	247.5	10.63	15.8
2026-06-16 07:30:00	292.5	10.71	29.9
2026-06-16 07:40:00	270.0	10.46	27.9
2026-06-16 07:50:00	292.5	10.21	21.4
2026-06-16 08:00:00	247.5	10.05	28.1
2026-06-16 08:10:00	247.5	9.96	21.8
2026-06-16 08:20:00	247.5	9.96	25.4
2026-06-16 08:30:00	292.5	9.88	40.0
2026-06-16 08:40:00	247.5	9.8	29.3
2026-06-16 08:50:00	247.5	9.8	33.8
2026-06-16 09:00:00	247.5	9.88	37.8
2026-06-16 09:10:00	247.5	9.8	32.2
2026-06-16 09:20:00	247.5	9.8	36.0
2026-06-16 09:30:00	247.5	9.96	39.4
2026-06-16 09:40:00	247.5	9.96	37.1
2026-06-16 09:50:00	247.5	9.8	20.7
2026-06-16 10:00:00	247.5	9.8	23.2
2026-06-16 10:10:00	247.5	9.96	13.5
2026-06-16 10:20:00	247.5	11.72	23.9
2026-06-16 10:30:00	225.0	12.13	22.7
2026-06-16 10:40:00	247.5	12.39	16.4
2026-06-16 10:50:00	247.5	12.64	26.5
2026-06-16 11:00:00	247.5	12.97	22.1
2026-06-16 11:10:00	247.5	13.14	19.3
2026-06-16 11:20:00	180.0	13.72	36.9
2026-06-16 11:30:00	157.5	13.72	30.1
2026-06-16 11:40:00	202.5	13.55	32.8
2026-06-16 11:50:00	180.0	13.05	34.7
2026-06-16 12:00:00	202.5	12.64	31.7
2026-06-16 12:10:00	180.0	12.89	26.3
2026-06-16 12:20:00	180.0	12.97	36.4
2026-06-16 12:30:00	180.0	12.89	30.6
2026-06-16 12:40:00	202.5	12.64	32.9
2026-06-16 12:50:00	202.5	12.55	34.4
2026-06-16 13:00:00	202.5	12.13	27.0
2026-06-16 13:10:00	225.0	12.13	4.7
2026-06-16 13:20:00	202.5	12.64	31.5
2026-06-16 13:30:00	202.5	12.64	34.9
2026-06-16 13:40:00	180.0	12.97	34.4
2026-06-16 13:50:00	135.0	13.05	32.9
2026-06-16 14:00:00	202.5	13.05	24.5
2026-06-16 14:10:00	157.5	12.47	29.9
2026-06-16 14:20:00	225.0	12.22	18.0
2026-06-16 14:30:00	157.5	12.13	25.4
2026-06-16 14:40:00	135.0	11.8	9.7
2026-06-16 14:50:00	135.0	11.72	9.7
2026-06-16 15:00:00	202.5	11.97	31.1
2026-06-16 15:10:00	180.0	12.13	19.3
2026-06-16 15:20:00	202.5	11.97	16.0
2026-06-16 15:30:00	180.0	11.88	22.1
2026-06-16 15:40:00	180.0	11.8	28.4
2026-06-16 15:50:00	180.0	11.47	18.2
2026-06-16 16:00:00	180.0	11.22	10.8
2026-06-16 16:10:00	180.0	11.38	12.4
2026-06-16 16:20:00	180.0	11.47	9.2
2026-06-16 16:30:00	180.0	11.63	14.0
2026-06-16 16:40:00	180.0	11.72	20.0
2026-06-16 16:50:00	180.0	12.22	9.7
2026-06-16 17:00:00	180.0	12.3	0.0
2026-06-16 17:10:00	202.5	12.05	0.0
2026-06-16 17:20:00	202.5	11.8	0.0
2026-06-16 17:30:00	270.0	11.3	0.0
2026-06-16 17:40:00	247.5	10.71	0.0
2026-06-16 17:50:00	270.0	10.21	0.0
2026-06-16 18:00:00	270.0	9.63	0.0
2026-06-16 18:10:00	247.5	9.05	0.0
2026-06-16 18:20:00	270.0	8.63	0.0
2026-06-16 18:30:00	247.5	8.55	0.0
2026-06-16 18:40:00	180.0	9.05	0.0
2026-06-16 18:50:00	315.0	8.71	7.6
2026-06-16 19:00:00	247.5	8.38	0.0
2026-06-16 19:10:00	270.0	7.3	0.0
2026-06-16 19:20:00	270.0	7.13	0.0
2026-06-16 19:30:00	270.0	7.13	0.0
2026-06-16 19:40:00	247.5	6.13	6.1
2026-06-16 19:50:00	247.5	6.22	0.0
2026-06-16 20:00:00	247.5	6.55	0.4
2026-06-16 20:10:00	247.5	5.8	0.0
2026-06-16 20:20:00	270.0	5.88	0.0
2026-06-16 20:30:00	270.0	5.72	0.0
2026-06-16 20:40:00	247.5	5.3	0.0
2026-06-16 20:50:00	247.5	5.13	11.2
2026-06-16 21:00:00	247.5	5.05	7.6
2026-06-16 21:10:00	247.5	5.38	9.9
2026-06-16 21:20:00	247.5	5.72	5.4
2026-06-16 21:30:00	225.0	5.8	0.0
2026-06-16 21:40:00	247.5	5.05	7.2
2026-06-16 21:50:00	247.5	5.3	0.0
2026-06-16 22:00:00	247.5	5.72	0.0
2026-06-16 22:10:00	247.5	4.79	0.0
2026-06-16 22:20:00	247.5	4.79	10.6
2026-06-16 22:30:00	247.5	4.62	9.4
2026-06-16 22:40:00	247.5	4.54	16.9
2026-06-16 22:50:00	270.0	4.45	0.0
2026-06-16 23:00:00	247.5	4.88	0.5
2026-06-16 23:10:00	247.5	4.28	0.0
2026-06-16 23:20:00	247.5	4.54	0.0
2026-06-16 23:30:00	247.5	4.45	0.0
2026-06-16 23:40:00	247.5	4.28	11.3
2026-06-16 23:50:00	247.5	4.02	9.4
2026-06-17 00:00:00	247.5	4.11	5.9
2026-06-17 00:10:00	247.5	4.37	0.0
2026-06-17 00:20:00	247.5	4.45	0.0
2026-06-17 00:30:00	247.5	4.62	9.2
2026-06-17 00:40:00	270.0	4.79	0.0
2026-06-17 00:50:00	247.5	4.97	0.0
2026-06-17 01:00:00	247.5	4.97	0.0
2026-06-17 01:10:00	247.5	4.97	0.0
2026-06-17 01:20:00	315.0	5.55	0.0
2026-06-17 01:30:00	315.0	5.88	0.0
2026-06-17 01:40:00	270.0	5.47	0.0
2026-06-17 01:50:00	270.0	5.47	0.0
2026-06-17 02:00:00	270.0	5.55	0.0
2026-06-17 02:10:00	247.5	5.3	0.0
2026-06-17 02:20:00	247.5	5.05	0.0
2026-06-17 02:30:00	270.0	5.63	0.0
2026-06-17 02:40:00	270.0	5.72	0.0
2026-06-17 02:50:00	270.0	5.47	0.0
2026-06-17 03:00:00	247.5	6.13	0.0
2026-06-17 03:10:00	270.0	6.13	0.0
2026-06-17 03:20:00	247.5	6.3	0.0
2026-06-17 03:30:00	247.5	5.72	0.0
2026-06-17 03:40:00	225.0	5.88	0.0
2026-06-17 03:50:00	247.5	6.3	0.0
2026-06-17 04:00:00	202.5	7.38	0.0
2026-06-17 04:10:00	247.5	7.47	0.0
2026-06-17 04:20:00	202.5	7.13	0.0
2026-06-17 04:30:00	247.5	7.13	0.0
2026-06-17 04:40:00	270.0	6.88	0.0
2026-06-17 04:50:00	247.5	6.05	0.0
2026-06-17 05:00:00	247.5	5.97	0.0
2026-06-17 05:10:00	247.5	5.47	0.0
2026-06-17 05:20:00	247.5	5.38	0.0
2026-06-17 05:30:00	247.5	5.55	0.0
2026-06-17 05:40:00	247.5	5.72	0.0
2026-06-17 05:50:00	270.0	6.13	0.0
2026-06-17 06:00:00	270.0	6.05	0.0
2026-06-17 06:10:00	247.5	6.55	0.0
2026-06-17 06:20:00	247.5	6.97	0.0
2026-06-17 06:30:00	247.5	7.55	0.0
2026-06-17 06:40:00	315.0	8.38	0.0
2026-06-17 06:50:00	270.0	6.8	0.0
2026-06-17 07:00:00	292.5	7.8	6.8
2026-06-17 07:10:00	270.0	7.3	0.0
2026-06-17 07:20:00	270.0	6.88	0.0
2026-06-17 07:30:00	315.0	8.13	9.9
2026-06-17 07:40:00	315.0	9.96	18.9
2026-06-17 07:50:00	0.0	10.88	32.9
2026-06-17 08:00:00	0.0	10.8	7.6
2026-06-17 08:10:00	22.5	10.13	15.3
2026-06-17 08:20:00	337.5	10.38	17.1
2026-06-17 08:30:00	0.0	10.8	35.5
2026-06-17 08:40:00	315.0	10.8	31.7
2026-06-17 08:50:00	337.5	10.8	46.1
2026-06-17 09:00:00	337.5	10.88	52.6
2026-06-17 09:10:00	0.0	10.63	38.2
2026-06-17 09:20:00	0.0	10.38	26.3
2026-06-17 09:30:00	0.0	10.55	28.4
2026-06-17 09:40:00	22.5	10.21	15.5
2026-06-17 09:50:00	0.0	10.3	12.8
2026-06-17 10:00:00	67.5	10.13	5.8
2026-06-17 10:10:00	45.0	9.96	12.6
2026-06-17 10:20:00	67.5	10.13	10.6
2026-06-17 10:30:00	0.0	10.71	44.1
2026-06-17 10:40:00	315.0	10.46	14.8
2026-06-17 10:50:00	0.0	10.46	18.2
2026-06-17 11:00:00	90.0	10.21	7.4
2026-06-17 11:10:00	337.5	10.21	11.7
2026-06-17 11:20:00	22.5	10.38	0.0
2026-06-17 11:30:00	337.5	10.3	14.9
2026-06-17 11:40:00	45.0	10.13	10.4
2026-06-17 11:50:00	45.0	10.21	22.0
2026-06-17 12:00:00	0.0	10.88	39.1
2026-06-17 12:10:00	337.5	11.05	36.5
2026-06-17 12:20:00	337.5	10.55	28.3
2026-06-17 12:30:00	0.0	10.55	20.5
2026-06-17 12:40:00	315.0	10.88	7.9
2026-06-17 12:50:00	247.5	11.05	0.0
2026-06-17 13:00:00	247.5	11.8	0.0
2026-06-17 13:10:00	315.0	12.13	29.0
2026-06-17 13:20:00	337.5	13.14	36.9
2026-06-17 13:30:00	315.0	13.05	30.8
2026-06-17 13:40:00	337.5	12.55	5.8
2026-06-17 13:50:00	337.5	12.72	18.2
2026-06-17 14:00:00	337.5	12.47	46.3
2026-06-17 14:10:00	337.5	13.22	16.9
2026-06-17 14:20:00	22.5	12.55	23.9
2026-06-17 14:30:00	0.0	13.05	23.8
2026-06-17 14:40:00	0.0	12.8	22.1
2026-06-17 14:50:00	0.0	11.63	20.7
2026-06-17 15:00:00	0.0	11.63	27.7
2026-06-17 15:10:00	0.0	12.05	31.0
2026-06-17 15:20:00	0.0	12.05	34.9
2026-06-17 15:30:00	0.0	12.22	22.5
2026-06-17 15:40:00	90.0	12.13	10.8
2026-06-17 15:50:00	67.5	12.13	0.0
2026-06-17 16:00:00	0.0	13.22	7.0
2026-06-17 16:10:00	337.5	13.47	15.5
2026-06-17 16:20:00	0.0	13.81	4.1
2026-06-17 16:30:00	315.0	14.14	9.0
2026-06-17 16:40:00	247.5	14.14	8.3
2026-06-17 16:50:00	270.0	14.22	5.4
2026-06-17 17:00:00	270.0	13.97	5.8
2026-06-17 17:10:00	292.5	13.81	5.6
2026-06-17 17:20:00	315.0	12.8	0.0
2026-06-17 17:30:00	292.5	12.22	14.8
2026-06-17 17:40:00	337.5	11.97	0.0
2026-06-17 17:50:00	292.5	11.63	0.0
2026-06-17 18:00:00	315.0	11.3	6.7
2026-06-17 18:10:00	315.0	11.13	9.7
2026-06-17 18:20:00	315.0	11.22	0.0
2026-06-17 18:30:00	337.5	11.38	0.0
2026-06-17 18:40:00	315.0	10.8	0.0
2026-06-17 18:50:00	315.0	11.13	0.0
2026-06-17 19:00:00	292.5	11.13	0.0
2026-06-17 19:10:00	292.5	11.8	21.4
2026-06-17 19:20:00	202.5	11.22	0.0
2026-06-17 19:30:00	135.0	10.8	0.0
2026-06-17 19:40:00	112.5	10.88	0.0
2026-06-17 19:50:00	247.5	11.13	0.0
2026-06-17 20:00:00	225.0	9.8	0.0
2026-06-17 20:10:00	247.5	9.88	0.0
2026-06-17 20:20:00	247.5	10.88	0.0
2026-06-17 20:30:00	270.0	10.97	0.0
2026-06-17 20:40:00	292.5	10.71	0.0
2026-06-17 20:50:00	202.5	10.3	0.0
2026-06-17 21:00:00	247.5	11.8	14.6
2026-06-17 21:10:00	247.5	12.3	17.3
2026-06-17 21:20:00	247.5	12.3	20.5
2026-06-17 21:30:00	247.5	11.63	11.0
2026-06-17 21:40:00	270.0	10.63	0.0
2026-06-17 21:50:00	292.5	10.46	0.0
2026-06-17 22:00:00	292.5	10.88	8.3
2026-06-17 22:10:00	270.0	11.47	12.1
2026-06-17 22:20:00	247.5	11.13	7.6
2026-06-17 22:30:00	225.0	10.8	0.7
2026-06-17 22:40:00	247.5	10.97	0.0
2026-06-17 22:50:00	270.0	11.63	10.6
2026-06-17 23:00:00	270.0	12.05	17.3
2026-06-17 23:10:00	292.5	11.88	23.6
2026-06-17 23:20:00	292.5	11.47	41.9
2026-06-17 23:30:00	270.0	11.63	36.9
2026-06-17 23:40:00	292.5	11.38	41.9
2026-06-17 23:50:00	270.0	11.22	43.4
2026-06-18 00:00:00	292.5	11.13	37.4
2026-06-18 00:10:00	270.0	11.22	23.4
2026-06-18 00:20:00	292.5	11.05	35.3
2026-06-18 00:30:00	292.5	11.13	40.1
2026-06-18 00:40:00	270.0	10.88	36.5
2026-06-18 00:50:00	247.5	10.97	27.2
2026-06-18 01:00:00	270.0	10.97	42.7
2026-06-18 01:10:00	270.0	10.8	33.8
2026-06-18 01:20:00	315.0	10.8	31.9
2026-06-18 01:30:00	292.5	10.8	42.5
2026-06-18 01:40:00	292.5	10.55	52.0
2026-06-18 01:50:00	315.0	10.38	44.8
2026-06-18 02:00:00	247.5	10.46	37.3
