# Plataforma: Estación EMAC - Caleta Córdova CMD0
# Tipo: Estación Meteorológica
# Periodo: 2026-05-01 / 2026-05-31
# Generado: 2026-06-04 15:45:31 UTC
# Timestamps: 4029  Variables: 4
# Separador: TAB  |  Valor ausente: NaN
timestamp	Dirección del Viento[°]	Nivel del Agua[m]	Temperatura Exterior[°C]	Velocidad del Viento[km/h]
2026-05-31 07:40:00	135.0	NaN	8.96	27.9
2026-05-31 07:50:00	157.5	NaN	8.71	27.5
2026-05-31 08:00:00	180.0	NaN	8.63	20.3
2026-05-31 08:10:00	135.0	NaN	8.88	23.8
2026-05-31 08:20:00	135.0	NaN	8.71	15.3
2026-05-31 08:30:00	135.0	NaN	9.05	29.0
2026-05-31 08:40:00	157.5	NaN	8.71	9.9
2026-05-31 08:50:00	157.5	NaN	8.3	20.3
2026-05-31 09:00:00	157.5	NaN	8.3	12.8
2026-05-31 09:10:00	135.0	NaN	8.55	26.1
2026-05-31 09:20:00	157.5	NaN	9.05	18.2
2026-05-31 09:30:00	157.5	NaN	8.71	27.2
2026-05-31 09:40:00	157.5	NaN	8.96	18.2
2026-05-31 09:50:00	157.5	NaN	9.05	26.3
2026-05-31 10:00:00	157.5	NaN	8.71	31.9
2026-05-31 10:10:00	157.5	NaN	8.8	23.8
2026-05-31 10:20:00	180.0	NaN	9.05	24.3
2026-05-31 10:30:00	157.5	NaN	8.63	24.1
2026-05-31 10:40:00	90.0	NaN	8.71	16.0
2026-05-31 10:50:00	157.5	NaN	8.63	20.3
2026-05-31 11:00:00	135.0	NaN	8.63	23.9
2026-05-31 11:10:00	157.5	NaN	9.05	18.7
2026-05-31 11:20:00	157.5	NaN	8.71	24.1
2026-05-31 11:30:00	135.0	NaN	8.63	28.3
2026-05-31 11:40:00	157.5	NaN	8.63	28.1
2026-05-31 11:50:00	157.5	NaN	8.46	30.6
2026-05-31 12:00:00	157.5	NaN	8.8	32.2
2026-05-31 12:10:00	157.5	NaN	8.71	9.2
2026-05-31 12:20:00	157.5	NaN	8.63	28.6
2026-05-31 12:30:00	180.0	NaN	8.63	21.2
2026-05-31 12:40:00	112.5	NaN	8.8	22.7
2026-05-31 12:50:00	135.0	NaN	9.13	28.6
2026-05-31 13:00:00	135.0	NaN	9.13	27.2
2026-05-31 13:10:00	157.5	NaN	9.13	25.7
2026-05-31 13:20:00	135.0	NaN	9.05	25.4
2026-05-31 13:30:00	135.0	NaN	8.96	27.5
2026-05-31 13:40:00	157.5	NaN	9.05	25.0
2026-05-31 13:50:00	157.5	NaN	8.96	29.0
2026-05-31 14:00:00	157.5	NaN	8.96	31.0
2026-05-31 14:10:00	135.0	NaN	9.05	25.6
2026-05-31 14:20:00	157.5	NaN	9.05	24.3
2026-05-31 14:30:00	135.0	NaN	8.96	24.8
2026-05-31 14:40:00	157.5	NaN	8.71	33.5
2026-05-31 14:50:00	180.0	NaN	8.55	13.7
2026-05-31 15:00:00	135.0	NaN	8.71	27.4
2026-05-31 15:10:00	180.0	NaN	8.8	28.3
2026-05-31 15:20:00	112.5	NaN	8.55	17.3
2026-05-31 15:30:00	135.0	NaN	8.46	19.6
2026-05-31 15:40:00	157.5	NaN	8.46	31.1
2026-05-31 15:50:00	157.5	NaN	8.3	27.4
2026-05-31 16:00:00	157.5	NaN	8.3	26.5
2026-05-31 16:10:00	135.0	NaN	7.8	17.8
2026-05-31 16:20:00	180.0	NaN	7.88	16.9
2026-05-31 16:30:00	112.5	NaN	8.13	10.6
2026-05-31 16:40:00	112.5	NaN	8.63	17.8
2026-05-31 16:50:00	135.0	NaN	8.8	20.5
2026-05-31 17:00:00	135.0	NaN	8.88	27.5
2026-05-31 17:10:00	135.0	NaN	8.71	26.6
2026-05-31 17:20:00	135.0	NaN	8.63	27.9
2026-05-31 17:30:00	135.0	NaN	8.8	26.8
2026-05-31 17:40:00	112.5	NaN	8.8	18.5
2026-05-31 17:50:00	112.5	NaN	8.63	24.7
2026-05-31 18:00:00	112.5	NaN	8.55	17.1
2026-05-31 18:10:00	157.5	NaN	8.63	22.7
2026-05-31 18:20:00	135.0	NaN	8.63	16.9
2026-05-31 18:30:00	135.0	NaN	8.55	20.3
2026-05-31 18:40:00	135.0	NaN	8.8	14.6
2026-05-31 18:50:00	112.5	NaN	8.46	19.3
2026-05-31 19:00:00	112.5	NaN	8.13	22.3
2026-05-31 19:10:00	112.5	NaN	8.38	14.9
2026-05-31 19:20:00	112.5	NaN	8.3	15.3
2026-05-31 19:30:00	112.5	NaN	8.21	5.8
2026-05-31 19:40:00	112.5	NaN	8.3	0.0
2026-05-31 19:50:00	112.5	NaN	8.38	0.0
2026-05-31 20:00:00	90.0	NaN	8.46	9.9
2026-05-31 20:10:00	67.5	NaN	8.55	5.6
2026-05-31 20:20:00	112.5	NaN	8.63	0.0
2026-05-31 20:30:00	90.0	NaN	8.71	4.7
2026-05-31 20:40:00	67.5	NaN	8.55	16.2
2026-05-31 20:50:00	90.0	NaN	8.55	22.1
2026-05-31 21:00:00	90.0	NaN	8.71	12.2
2026-05-31 21:10:00	45.0	NaN	8.3	16.7
2026-05-31 21:20:00	45.0	NaN	8.13	18.2
2026-05-31 21:30:00	45.0	NaN	7.96	13.5
2026-05-31 21:40:00	67.5	NaN	7.96	0.0
2026-05-31 21:50:00	112.5	NaN	8.13	0.0
2026-05-31 22:00:00	112.5	NaN	8.21	0.0
2026-05-31 22:10:00	112.5	NaN	8.3	15.1
2026-05-31 22:20:00	112.5	NaN	8.21	5.6
2026-05-31 22:30:00	112.5	NaN	8.38	0.9
2026-05-31 22:40:00	112.5	NaN	8.63	16.6
2026-05-31 22:50:00	90.0	NaN	8.63	16.2
2026-05-31 23:00:00	90.0	NaN	8.63	10.8
2026-05-31 23:10:00	90.0	NaN	8.8	16.9
2026-05-31 23:20:00	90.0	NaN	8.8	13.1
2026-05-31 23:30:00	67.5	NaN	8.8	11.7
2026-05-31 23:40:00	45.0	NaN	8.88	12.6
2026-05-31 23:50:00	90.0	NaN	8.63	15.3
