# Plataforma: Boya CIDMAR-2
# Tipo: Boya Oceanográfica
# Periodo: 2025-06-01 / 2025-06-30
# Generado: 2026-05-07 14:50:52 UTC
# Timestamps: 4320  Variables: 7
# Separador: TAB  |  Valor ausente: NaN
timestamp	Altura de Olas[m]	Batería[V]	Dirección de la corriente[°]	Dirección de Olas[°]	Periodo de Olas[s]	Radiación PAR[µmol/m2/s]	Velocidad de la corriente[m/s]
2025-06-01 08:10:00	0.54	12.8	141.0	233.0	7.71	0.0	0.0
2025-06-01 08:20:00	0.42	12.77	154.0	166.0	3.17	0.0	0.0
2025-06-01 08:30:00	0.59	12.8	172.0	203.0	5.14	0.0	0.0
2025-06-01 08:40:00	0.65	12.8	166.0	213.0	4.38	0.0	0.0
2025-06-01 08:50:00	0.77	12.77	140.0	193.0	4.23	0.0	0.0
2025-06-01 09:00:00	0.57	12.79	188.0	233.0	4.69	0.0	0.0
2025-06-01 09:10:00	0.68	12.79	171.0	263.0	6.95	0.0	0.0
2025-06-01 09:20:00	0.5	12.74	172.0	255.0	4.53	4.0	0.0
2025-06-01 09:30:00	0.56	12.79	163.0	227.0	5.29	10.0	0.0
2025-06-01 09:40:00	0.57	12.79	176.0	255.0	4.38	10.0	0.0
2025-06-01 09:50:00	0.5	12.76	175.0	277.0	4.23	10.0	0.0
2025-06-01 10:00:00	0.6	12.79	202.0	267.0	4.08	15.0	0.0
2025-06-01 10:10:00	0.5	12.79	178.0	226.0	4.08	21.0	0.0
2025-06-01 10:20:00	0.6	12.77	203.0	298.0	4.08	26.0	0.0
2025-06-01 10:30:00	0.7	12.79	211.0	292.0	5.14	26.0	0.0
2025-06-01 10:40:00	0.76	12.79	211.0	264.0	4.53	26.0	0.0
2025-06-01 10:50:00	0.59	12.77	223.0	295.0	4.53	37.0	0.0
2025-06-01 11:00:00	0.56	12.82	213.0	301.0	4.08	53.0	0.0
2025-06-01 11:10:00	0.5	12.83	207.0	238.0	4.23	69.0	0.0
2025-06-01 11:20:00	0.33	12.85	217.0	244.0	4.23	85.0	0.0
2025-06-01 11:30:00	0.48	12.89	242.0	71.0	4.99	91.0	0.0
2025-06-01 11:40:00	0.32	12.94	228.0	103.0	3.93	118.0	0.0
2025-06-01 11:50:00	0.36	12.97	271.0	312.0	4.69	145.0	0.0
2025-06-01 12:00:00	0.3	13.04	230.0	131.0	3.63	188.0	0.0
2025-06-01 12:10:00	0.35	13.12	235.0	299.0	3.33	258.0	0.0
2025-06-01 12:20:00	0.38	13.18	237.0	322.0	4.08	264.0	0.0
2025-06-01 12:30:00	0.39	13.26	236.0	341.0	3.33	215.0	0.0
2025-06-01 12:40:00	0.41	13.33	238.0	262.0	4.38	280.0	0.0
2025-06-01 12:50:00	0.41	13.36	232.0	167.0	3.48	355.0	0.0
2025-06-01 13:00:00	0.42	13.42	230.0	304.0	3.78	269.0	0.0
2025-06-01 13:10:00	0.39	13.53	229.0	350.0	4.08	728.0	0.0
2025-06-01 13:20:00	0.44	13.6	222.0	341.0	4.08	804.0	0.0
2025-06-01 13:30:00	0.42	13.62	234.0	346.0	3.33	372.0	0.0
2025-06-01 13:40:00	0.32	13.65	247.0	94.0	4.53	393.0	0.0
2025-06-01 13:50:00	0.41	13.62	236.0	168.0	3.48	393.0	0.0
2025-06-01 14:00:00	0.6	13.62	233.0	335.0	4.53	291.0	0.0
2025-06-01 14:10:00	0.62	13.62	235.0	317.0	4.23	253.0	0.0
2025-06-01 14:20:00	0.57	13.62	232.0	338.0	3.93	323.0	0.0
2025-06-01 14:30:00	0.51	13.63	219.0	8.0	4.23	274.0	0.0
2025-06-01 14:40:00	0.59	13.65	230.0	5.0	4.99	253.0	0.0
2025-06-01 14:50:00	0.59	13.63	223.0	0.0	4.53	274.0	0.0
2025-06-01 15:00:00	0.62	13.75	216.0	306.0	4.53	393.0	0.0
2025-06-01 15:10:00	0.83	13.83	213.0	306.0	4.84	620.0	0.0
2025-06-01 15:20:00	0.57	14.02	217.0	300.0	4.53	706.0	0.0
2025-06-01 15:30:00	0.57	13.89	225.0	126.0	5.44	307.0	0.0
2025-06-01 15:40:00	0.53	13.81	213.0	332.0	4.38	231.0	0.0
2025-06-01 15:50:00	0.59	13.71	203.0	353.0	4.84	156.0	0.0
2025-06-01 16:00:00	0.51	13.69	206.0	304.0	4.38	177.0	0.0
2025-06-01 16:10:00	0.5	14.02	7.0	291.0	4.69	231.0	0.0
2025-06-01 16:20:00	0.57	14.3	28.0	347.0	4.53	339.0	0.0
2025-06-01 16:30:00	0.53	13.99	359.0	297.0	4.38	129.0	0.0
2025-06-01 16:40:00	0.48	14.01	357.0	261.0	4.84	134.0	0.0
2025-06-01 16:50:00	NaN	14.28	346.0	246.0	4.38	183.0	0.0
2025-06-01 17:00:00	NaN	14.28	347.0	294.0	4.84	145.0	0.0
2025-06-01 17:10:00	NaN	14.28	347.0	193.0	4.53	91.0	0.0
2025-06-01 17:20:00	0.54	14.15	345.0	267.0	4.08	85.0	0.0
2025-06-01 17:30:00	0.56	14.04	334.0	291.0	5.14	37.0	0.0
2025-06-01 17:40:00	0.63	13.87	347.0	219.0	4.53	21.0	0.0
2025-06-01 17:50:00	0.45	13.72	306.0	186.0	4.08	4.0	0.0
2025-06-01 18:00:00	0.6	13.65	334.0	235.0	4.84	0.0	0.0
2025-06-01 18:10:00	0.63	13.56	341.0	194.0	4.53	0.0	0.0
2025-06-01 18:20:00	0.73	13.47	325.0	236.0	4.84	0.0	0.0
2025-06-01 18:30:00	0.68	13.42	314.0	211.0	6.05	0.0	0.0
2025-06-01 18:40:00	0.67	13.36	311.0	240.0	5.29	0.0	0.0
2025-06-01 18:50:00	0.77	13.29	316.0	209.0	4.84	0.0	0.0
2025-06-01 19:00:00	0.5	13.26	299.0	184.0	4.53	0.0	0.0
2025-06-01 19:10:00	0.56	13.23	297.0	180.0	5.14	0.0	0.0
2025-06-01 19:20:00	0.65	13.16	294.0	183.0	4.08	0.0	0.0
2025-06-01 19:30:00	0.57	13.15	291.0	177.0	5.59	0.0	0.0
2025-06-01 19:40:00	0.53	13.12	286.0	167.0	4.23	0.0	0.0
2025-06-01 19:50:00	0.6	13.07	276.0	162.0	4.23	0.0	0.0
2025-06-01 20:00:00	0.62	13.07	283.0	172.0	4.69	0.0	0.0
2025-06-01 20:10:00	0.68	13.06	287.0	174.0	5.29	0.0	0.0
2025-06-01 20:20:00	0.63	13.03	292.0	190.0	4.69	0.0	0.0
2025-06-01 20:30:00	0.83	13.04	295.0	195.0	5.14	0.0	0.0
2025-06-01 20:40:00	0.91	13.03	298.0	176.0	4.99	0.0	0.0
2025-06-01 20:50:00	0.82	13.0	288.0	171.0	5.74	0.0	0.0
2025-06-01 21:00:00	1.33	13.01	296.0	182.0	6.05	0.0	0.0
2025-06-01 21:10:00	1.04	13.01	301.0	222.0	6.2	0.0	0.0
2025-06-01 21:20:00	0.68	12.98	291.0	220.0	4.99	0.0	0.0
2025-06-01 21:30:00	0.89	13.0	288.0	188.0	4.84	0.0	0.0
2025-06-01 21:40:00	0.95	13.0	282.0	145.0	6.5	0.0	0.0
2025-06-01 21:50:00	0.86	12.97	294.0	182.0	4.69	0.0	0.0
2025-06-01 22:00:00	1.07	12.98	292.0	173.0	6.8	0.0	0.0
2025-06-01 22:10:00	0.89	12.98	292.0	196.0	5.59	0.0	0.0
2025-06-01 22:20:00	1.06	12.95	280.0	177.0	5.59	0.0	0.0
2025-06-01 22:30:00	0.86	12.98	293.0	169.0	6.65	0.0	0.0
2025-06-01 22:40:00	0.97	12.98	289.0	170.0	5.74	0.0	0.0
2025-06-01 22:50:00	0.91	12.95	291.0	148.0	6.2	0.0	0.0
2025-06-01 23:00:00	0.85	12.97	298.0	218.0	5.29	0.0	0.0
2025-06-01 23:10:00	0.6	12.97	275.0	181.0	4.99	0.0	0.0
2025-06-01 23:20:00	0.71	12.94	292.0	187.0	5.44	0.0	0.0
2025-06-01 23:30:00	0.76	12.95	286.0	187.0	5.59	0.0	0.0
2025-06-01 23:40:00	0.51	12.95	297.0	195.0	5.44	0.0	0.0
2025-06-01 23:50:00	0.7	12.94	272.0	181.0	7.56	0.0	0.0
2025-06-02 00:00:00	0.63	12.95	266.0	168.0	6.35	0.0	0.0
2025-06-02 00:10:00	0.6	12.95	280.0	170.0	5.44	0.0	0.0
2025-06-02 00:20:00	0.76	12.92	292.0	146.0	7.25	0.0	0.0
2025-06-02 00:30:00	0.53	12.94	305.0	207.0	4.69	0.0	0.0
2025-06-02 00:40:00	0.59	12.94	298.0	36.0	4.69	0.0	0.0
2025-06-02 00:50:00	0.48	12.92	339.0	161.0	6.65	0.0	0.0
2025-06-02 01:00:00	0.5	12.94	240.0	188.0	5.29	0.0	0.0
2025-06-02 01:10:00	0.45	12.94	244.0	122.0	5.74	0.0	0.0
2025-06-02 01:20:00	0.44	12.91	250.0	237.0	5.89	0.0	0.0
2025-06-02 01:30:00	0.68	12.94	290.0	139.0	6.5	0.0	0.0
2025-06-02 01:40:00	0.35	12.92	267.0	181.0	5.44	0.0	0.0
2025-06-02 01:50:00	0.38	12.91	221.0	166.0	5.44	0.0	0.0
2025-06-02 02:00:00	0.74	12.92	353.0	221.0	6.5	0.0	0.0
2025-06-02 02:10:00	0.59	12.92	353.0	8.0	7.41	0.0	0.0
2025-06-02 02:20:00	0.63	12.89	221.0	155.0	6.35	0.0	0.0
2025-06-02 02:30:00	0.53	12.92	349.0	297.0	5.44	0.0	0.0
2025-06-02 02:40:00	0.59	12.92	288.0	22.0	6.95	0.0	0.0
2025-06-02 02:50:00	0.39	12.89	291.0	11.0	4.99	0.0	0.0
2025-06-02 03:00:00	0.71	12.91	91.0	334.0	6.35	0.0	0.0
2025-06-02 03:10:00	0.54	12.91	242.0	38.0	5.89	0.0	0.0
2025-06-02 03:20:00	0.65	12.88	38.0	50.0	5.74	0.0	0.0
2025-06-02 03:30:00	0.29	12.89	82.0	14.0	5.14	0.0	0.0
2025-06-02 03:40:00	0.6	12.89	280.0	170.0	6.35	0.0	0.0
2025-06-02 03:50:00	0.53	12.86	262.0	137.0	7.41	0.0	0.0
2025-06-02 04:00:00	0.62	12.89	211.0	157.0	7.1	0.0	0.0
2025-06-02 04:10:00	0.44	12.88	320.0	318.0	5.44	0.0	0.0
2025-06-02 04:20:00	0.38	12.85	161.0	45.0	5.14	0.0	0.0
2025-06-02 04:30:00	0.7	12.88	341.0	344.0	7.56	0.0	0.0
2025-06-02 04:40:00	0.53	12.88	36.0	113.0	4.84	0.0	0.0
2025-06-02 04:50:00	0.48	12.85	60.0	346.0	6.05	0.0	0.0
2025-06-02 05:00:00	0.44	12.86	14.0	32.0	6.05	0.0	0.0
2025-06-02 05:10:00	0.47	12.86	206.0	260.0	7.1	0.0	0.0
2025-06-02 05:20:00	0.48	12.83	343.0	272.0	5.44	0.0	0.0
2025-06-02 05:30:00	0.67	12.85	311.0	311.0	7.41	0.0	0.0
2025-06-02 05:40:00	0.3	12.83	291.0	358.0	4.84	0.0	0.0
2025-06-02 05:50:00	0.44	12.8	331.0	146.0	5.44	0.0	0.0
2025-06-02 06:00:00	0.38	12.82	252.0	97.0	4.38	0.0	0.0
2025-06-02 06:10:00	0.51	12.82	236.0	176.0	6.2	0.0	0.0
2025-06-02 06:20:00	0.33	12.79	308.0	233.0	5.14	0.0	0.0
2025-06-02 06:30:00	0.38	12.8	317.0	263.0	5.14	0.0	0.0
2025-06-02 06:40:00	0.48	12.8	315.0	247.0	5.14	0.0	0.0
2025-06-02 06:50:00	0.36	12.77	312.0	224.0	4.08	0.0	0.0
2025-06-02 07:00:00	0.44	12.79	316.0	202.0	5.14	0.0	0.0
2025-06-02 07:10:00	0.39	12.79	313.0	233.0	4.53	0.0	0.0
2025-06-02 07:20:00	0.41	12.76	301.0	210.0	5.74	0.0	0.0
2025-06-02 07:30:00	0.39	12.77	295.0	136.0	3.93	0.0	0.0
2025-06-02 07:40:00	0.39	12.77	299.0	180.0	4.99	0.0	0.0
2025-06-02 07:50:00	0.35	12.74	295.0	170.0	4.84	0.0	0.0
2025-06-02 08:00:00	0.33	12.76	266.0	166.0	4.84	0.0	0.0
2025-06-02 08:10:00	0.36	12.76	273.0	143.0	4.69	0.0	0.0
2025-06-02 08:20:00	0.44	12.74	282.0	346.0	5.29	0.0	0.0
2025-06-02 08:30:00	0.38	12.76	271.0	161.0	5.29	0.0	0.0
2025-06-02 08:40:00	0.26	12.76	272.0	156.0	6.05	0.0	0.0
2025-06-02 08:50:00	0.41	12.73	263.0	186.0	5.44	0.0	0.0
2025-06-02 09:00:00	0.23	12.76	283.0	121.0	4.08	0.0	0.0
2025-06-02 09:10:00	0.38	12.77	278.0	301.0	4.69	21.0	0.0
2025-06-02 09:20:00	0.3	12.77	273.0	136.0	3.78	42.0	0.0
2025-06-02 09:30:00	0.36	12.85	285.0	279.0	4.99	69.0	0.0
2025-06-02 09:40:00	0.29	12.95	292.0	170.0	4.69	118.0	0.0
2025-06-02 09:50:00	0.35	13.07	291.0	172.0	4.69	156.0	0.0
2025-06-02 10:00:00	0.38	13.29	296.0	163.0	4.08	226.0	0.0
2025-06-02 10:10:00	0.38	13.48	285.0	351.0	5.14	220.0	0.0
2025-06-02 10:20:00	0.42	13.5	268.0	111.0	4.53	242.0	0.0
2025-06-02 10:30:00	0.27	13.56	268.0	129.0	3.63	264.0	0.0
2025-06-02 10:40:00	0.45	13.72	277.0	164.0	5.59	350.0	0.0
2025-06-02 10:50:00	0.3	13.66	267.0	340.0	4.99	415.0	0.0
2025-06-02 11:00:00	0.44	13.9	291.0	162.0	5.74	431.0	0.0
2025-06-02 11:10:00	0.29	14.39	312.0	229.0	4.08	496.0	0.0
2025-06-02 11:20:00	0.32	14.37	325.0	171.0	4.08	566.0	0.0
2025-06-02 11:30:00	0.33	14.37	328.0	67.0	5.29	528.0	0.0
2025-06-02 11:40:00	0.38	14.36	319.0	155.0	5.44	615.0	0.0
2025-06-02 11:50:00	0.45	14.34	335.0	146.0	4.84	744.0	0.0
2025-06-02 12:00:00	0.35	14.36	354.0	241.0	5.74	739.0	0.0
2025-06-02 12:10:00	0.27	14.34	336.0	214.0	3.48	690.0	0.0
2025-06-02 12:20:00	0.35	14.33	339.0	133.0	4.23	777.0	0.0
2025-06-02 12:30:00	0.29	14.34	348.0	227.0	4.53	804.0	0.0
2025-06-02 12:40:00	0.3	14.33	340.0	246.0	5.14	793.0	0.0
2025-06-02 12:50:00	0.27	14.31	344.0	65.0	4.69	831.0	0.0
2025-06-02 13:00:00	0.27	14.33	343.0	263.0	4.99	782.0	0.0
2025-06-02 13:10:00	0.29	14.31	350.0	66.0	4.69	814.0	0.0
2025-06-02 13:20:00	0.27	14.3	347.0	32.0	4.99	685.0	0.0
2025-06-02 13:30:00	0.21	14.31	340.0	308.0	4.08	874.0	0.0
2025-06-02 13:40:00	0.24	14.31	341.0	227.0	7.41	831.0	0.0
2025-06-02 13:50:00	NaN	14.3	353.0	36.0	5.89	852.0	0.0
2025-06-02 14:00:00	NaN	14.3	2.0	20.0	6.8	858.0	0.0
2025-06-02 14:10:00	NaN	14.3	351.0	266.0	7.56	787.0	0.0
2025-06-02 14:20:00	0.23	14.28	3.0	106.0	3.78	771.0	0.0
2025-06-02 14:30:00	0.32	14.3	13.0	334.0	4.99	712.0	0.0
2025-06-02 14:40:00	0.24	14.3	41.0	51.0	4.38	620.0	0.0
2025-06-02 14:50:00	0.32	14.27	38.0	267.0	4.99	582.0	0.0
2025-06-02 15:00:00	0.35	14.28	39.0	316.0	3.78	523.0	0.0
2025-06-02 15:10:00	0.23	14.3	34.0	266.0	3.78	517.0	0.0
2025-06-02 15:20:00	0.2	14.28	46.0	308.0	3.78	447.0	0.0
2025-06-02 15:30:00	0.23	14.3	30.0	126.0	5.29	507.0	0.0
2025-06-02 15:40:00	0.29	14.3	37.0	102.0	7.25	490.0	0.0
2025-06-02 15:50:00	0.26	14.28	42.0	67.0	7.71	393.0	0.0
2025-06-02 16:00:00	0.17	14.3	64.0	115.0	4.38	339.0	0.0
2025-06-02 16:10:00	0.32	14.3	61.0	312.0	8.01	382.0	0.0
2025-06-02 16:20:00	0.29	14.28	58.0	149.0	8.46	258.0	0.0
2025-06-02 16:30:00	0.21	14.3	50.0	303.0	6.65	204.0	0.0
2025-06-02 16:40:00	0.35	14.31	53.0	122.0	7.71	172.0	0.0
2025-06-02 16:50:00	0.17	14.15	44.0	249.0	5.14	123.0	0.0
2025-06-02 17:00:00	0.38	14.33	40.0	115.0	8.77	166.0	0.0
2025-06-02 17:10:00	0.3	14.34	54.0	144.0	9.67	123.0	0.0
2025-06-02 17:20:00	0.2	14.3	48.0	119.0	8.62	64.0	0.0
2025-06-02 17:30:00	0.39	14.07	57.0	64.0	10.13	31.0	0.0
2025-06-02 17:40:00	0.27	13.96	69.0	133.0	12.7	10.0	0.0
2025-06-02 17:50:00	0.38	13.83	68.0	287.0	11.49	0.0	0.0
2025-06-02 18:00:00	0.48	13.77	65.0	275.0	13.91	0.0	0.0
2025-06-02 18:10:00	0.45	13.69	66.0	335.0	16.32	0.0	0.0
2025-06-02 18:20:00	0.24	13.6	69.0	311.0	10.28	0.0	0.0
2025-06-02 18:30:00	0.41	13.56	82.0	174.0	16.32	0.0	0.0
2025-06-02 18:40:00	0.3	13.5	88.0	180.0	8.92	0.0	0.0
2025-06-02 18:50:00	0.29	13.42	94.0	NaN	11.03	0.0	NaN
2025-06-02 19:00:00	0.2	13.38	103.0	NaN	8.16	0.0	NaN
2025-06-02 19:10:00	0.32	13.33	94.0	NaN	8.77	0.0	NaN
2025-06-02 19:20:00	0.26	13.26	58.0	137.0	16.63	0.0	0.0
2025-06-02 19:30:00	0.32	13.23	54.0	138.0	12.54	0.0	0.0
2025-06-02 19:40:00	0.23	13.2	76.0	301.0	7.25	0.0	0.0
2025-06-02 19:50:00	0.3	13.13	69.0	55.0	11.79	0.0	0.0
2025-06-02 20:00:00	0.2	13.12	43.0	319.0	7.25	0.0	0.0
2025-06-02 20:10:00	0.3	13.09	93.0	291.0	9.37	0.0	0.0
2025-06-02 20:20:00	0.39	13.03	156.0	11.0	11.49	0.0	0.0
2025-06-02 20:30:00	0.35	13.03	144.0	8.0	7.41	0.0	0.0
2025-06-02 20:40:00	0.56	13.01	215.0	297.0	16.17	0.0	0.0
2025-06-02 20:50:00	0.36	12.98	219.0	13.0	12.7	0.0	0.0
2025-06-02 21:00:00	0.41	12.98	206.0	107.0	10.43	0.0	0.0
2025-06-02 21:10:00	0.39	12.98	212.0	301.0	11.03	0.0	0.0
2025-06-02 21:20:00	0.35	12.95	222.0	295.0	8.77	0.0	0.0
2025-06-02 21:30:00	0.33	12.97	218.0	289.0	11.49	0.0	0.0
2025-06-02 21:40:00	0.42	12.97	221.0	293.0	16.17	0.0	0.0
2025-06-02 21:50:00	0.23	12.94	229.0	258.0	5.44	0.0	0.0
2025-06-02 22:00:00	0.24	12.97	233.0	347.0	8.77	0.0	0.0
2025-06-02 22:10:00	0.3	12.97	229.0	324.0	7.71	0.0	0.0
2025-06-02 22:20:00	0.41	12.94	235.0	183.0	9.82	0.0	0.0
2025-06-02 22:30:00	0.41	12.95	221.0	152.0	8.31	0.0	0.0
2025-06-02 22:40:00	0.24	12.95	229.0	260.0	6.35	0.0	0.0
2025-06-02 22:50:00	0.36	12.94	229.0	277.0	7.56	0.0	0.0
2025-06-02 23:00:00	0.21	12.95	211.0	245.0	5.44	0.0	0.0
2025-06-02 23:10:00	0.29	12.95	243.0	139.0	6.2	0.0	0.0
2025-06-02 23:20:00	0.36	12.94	224.0	100.0	6.8	0.0	0.0
2025-06-02 23:30:00	0.35	12.95	214.0	276.0	7.71	0.0	0.0
2025-06-02 23:40:00	0.39	12.95	189.0	63.0	8.31	0.0	0.0
2025-06-02 23:50:00	0.3	12.88	138.0	66.0	7.41	0.0	0.0
2025-06-03 00:00:00	0.32	12.95	261.0	254.0	7.56	0.0	0.0
2025-06-03 00:10:00	0.3	12.95	273.0	231.0	6.35	0.0	0.0
2025-06-03 00:20:00	0.23	12.92	342.0	88.0	4.08	0.0	0.0
2025-06-03 00:30:00	0.36	12.95	2.0	196.0	6.35	0.0	0.0
2025-06-03 00:40:00	0.36	12.95	328.0	40.0	6.5	0.0	0.0
2025-06-03 00:50:00	NaN	12.92	333.0	20.0	NaN	0.0	0.0
2025-06-03 01:00:00	NaN	12.95	341.0	332.0	NaN	0.0	0.0
2025-06-03 01:10:00	NaN	12.95	321.0	77.0	NaN	0.0	0.0
2025-06-03 01:20:00	NaN	12.92	310.0	60.0	NaN	0.0	0.0
2025-06-03 01:30:00	NaN	12.94	360.0	88.0	NaN	0.0	0.0
2025-06-03 01:40:00	NaN	12.94	357.0	9.0	NaN	0.0	0.0
2025-06-03 01:50:00	0.23	12.92	334.0	198.0	4.53	0.0	0.0
2025-06-03 02:00:00	0.35	12.94	299.0	92.0	6.35	0.0	0.0
2025-06-03 02:10:00	0.35	12.94	109.0	106.0	6.8	0.0	0.0
2025-06-03 02:20:00	0.29	12.92	44.0	260.0	7.41	0.0	0.0
2025-06-03 02:30:00	0.3	12.94	353.0	317.0	5.44	0.0	0.0
2025-06-03 02:40:00	0.39	12.94	70.0	323.0	6.95	0.0	0.0
2025-06-03 02:50:00	0.29	12.89	41.0	125.0	7.1	0.0	0.0
2025-06-03 03:00:00	0.3	12.94	43.0	289.0	5.74	0.0	0.0
2025-06-03 03:10:00	0.26	12.92	37.0	127.0	6.35	0.0	0.0
2025-06-03 03:20:00	0.2	12.89	24.0	282.0	5.44	0.0	0.0
2025-06-03 03:30:00	0.24	12.92	31.0	184.0	5.44	0.0	0.0
2025-06-03 03:40:00	0.24	12.92	47.0	231.0	7.56	0.0	0.0
2025-06-03 03:50:00	0.23	12.91	64.0	NaN	NaN	0.0	0.0
2025-06-03 04:00:00	0.27	12.92	57.0	NaN	NaN	0.0	0.0
2025-06-03 04:10:00	0.18	12.92	83.0	NaN	NaN	0.0	0.0
2025-06-03 04:20:00	0.18	12.88	41.0	NaN	NaN	0.0	0.0
2025-06-03 04:30:00	0.27	12.92	13.0	NaN	NaN	0.0	0.0
2025-06-03 04:40:00	NaN	12.91	357.0	NaN	NaN	0.0	0.0
2025-06-03 04:50:00	NaN	12.86	42.0	NaN	NaN	0.0	0.0
2025-06-03 05:00:00	NaN	12.91	54.0	NaN	NaN	0.0	0.0
2025-06-03 05:10:00	NaN	12.91	50.0	NaN	NaN	0.0	0.0
2025-06-03 05:20:00	NaN	12.88	60.0	NaN	NaN	0.0	0.0
2025-06-03 05:30:00	NaN	12.91	2.0	NaN	NaN	0.0	0.0
2025-06-03 05:40:00	NaN	12.91	54.0	NaN	NaN	0.0	0.0
2025-06-03 05:50:00	0.26	12.88	38.0	163.0	7.41	0.0	0.0
2025-06-03 06:00:00	0.21	12.89	61.0	260.0	5.59	0.0	0.0
2025-06-03 06:10:00	0.21	12.89	72.0	297.0	6.65	0.0	0.0
2025-06-03 06:20:00	0.26	12.86	88.0	162.0	7.1	0.0	0.0
2025-06-03 06:30:00	0.24	12.89	130.0	204.0	5.89	0.0	0.0
2025-06-03 06:40:00	0.18	12.89	114.0	220.0	4.08	0.0	0.0
2025-06-03 06:50:00	0.24	NaN	147.0	59.0	5.89	0.0	NaN
