# Plataforma: Mareógrafo - Puerto Comodoro Rivadavia
# Tipo: Mareógrafo
# Periodo: 2025-12-01 / 2025-12-31
# Generado: 2026-05-07 14:51:11 UTC
# Timestamps: 8457  Variables: 1
# Separador: TAB  |  Valor ausente: NaN
timestamp	Nivel del Mar[m]
2025-12-01 19:40:00	1.54
2025-12-01 19:48:00	1.57
2025-12-01 19:50:00	1.58
2025-12-01 19:54:00	1.59
2025-12-01 20:00:00	1.61
2025-12-01 20:04:00	1.64
2025-12-01 20:10:00	1.67
2025-12-01 20:14:00	1.69
2025-12-01 20:20:00	1.73
2025-12-01 20:24:00	1.75
2025-12-01 20:30:00	1.79
2025-12-01 20:34:00	1.81
2025-12-01 20:40:00	1.84
2025-12-01 20:44:00	1.86
2025-12-01 20:50:00	1.91
2025-12-01 20:54:00	1.96
2025-12-01 21:00:00	2.01
2025-12-01 21:04:00	2.04
2025-12-01 21:10:00	2.09
2025-12-01 21:16:00	2.15
2025-12-01 21:20:00	2.2
2025-12-01 21:26:00	2.28
2025-12-01 21:30:00	2.32
2025-12-01 21:36:00	2.38
2025-12-01 21:40:00	2.41
2025-12-01 21:46:00	2.47
2025-12-01 21:50:00	2.53
2025-12-01 21:56:00	2.6
2025-12-01 22:00:00	2.67
2025-12-01 22:06:00	2.76
2025-12-01 22:10:00	2.82
2025-12-01 22:16:00	2.91
2025-12-01 22:20:00	2.97
2025-12-01 22:26:00	3.06
2025-12-01 22:30:00	3.11
2025-12-01 22:36:00	3.2
2025-12-01 22:40:00	3.25
2025-12-01 22:48:00	3.35
2025-12-01 22:50:00	3.39
2025-12-01 22:58:00	3.52
2025-12-01 23:00:00	3.56
2025-12-01 23:08:00	3.68
2025-12-01 23:10:00	3.7
2025-12-01 23:18:00	3.81
2025-12-01 23:20:00	3.83
2025-12-01 23:28:00	3.94
2025-12-01 23:30:00	3.97
2025-12-01 23:38:00	4.09
2025-12-01 23:40:00	4.11
2025-12-01 23:48:00	4.19
2025-12-01 23:50:00	4.22
2025-12-01 23:54:00	4.28
2025-12-02 00:00:00	4.34
2025-12-02 00:04:00	4.4
2025-12-02 00:10:00	4.45
2025-12-02 00:14:00	4.48
2025-12-02 00:20:00	4.55
2025-12-02 00:24:00	4.58
2025-12-02 00:30:00	4.63
2025-12-02 00:34:00	4.66
2025-12-02 00:40:00	4.72
2025-12-02 00:44:00	4.75
2025-12-02 00:50:00	4.78
2025-12-02 00:54:00	4.8
2025-12-02 01:00:00	4.8
2025-12-02 01:04:00	4.81
2025-12-02 01:10:00	4.85
2025-12-02 01:16:00	4.87
2025-12-02 01:20:00	4.87
2025-12-02 01:26:00	4.88
2025-12-02 01:30:00	4.88
2025-12-02 01:36:00	4.89
2025-12-02 01:40:00	4.88
2025-12-02 01:46:00	4.87
2025-12-02 01:50:00	4.87
2025-12-02 01:56:00	4.85
2025-12-02 02:00:00	4.84
2025-12-02 02:06:00	4.82
2025-12-02 02:10:00	4.8
2025-12-02 02:16:00	4.77
2025-12-02 02:20:00	4.74
2025-12-02 02:26:00	4.7
2025-12-02 02:30:00	4.67
2025-12-02 02:36:00	4.61
2025-12-02 02:40:00	4.59
2025-12-02 02:46:00	4.53
2025-12-02 02:50:00	4.5
2025-12-02 02:58:00	4.41
2025-12-02 03:00:00	4.38
2025-12-02 03:08:00	4.29
2025-12-02 03:10:00	4.27
2025-12-02 03:18:00	4.18
2025-12-02 03:20:00	4.15
2025-12-02 03:28:00	4.04
2025-12-02 03:30:00	4.0
2025-12-02 03:38:00	3.87
2025-12-02 03:40:00	3.84
2025-12-02 03:48:00	3.71
2025-12-02 03:50:00	3.68
2025-12-02 03:58:00	3.57
2025-12-02 04:00:00	3.54
2025-12-02 04:04:00	3.48
2025-12-02 04:10:00	3.38
2025-12-02 04:14:00	3.32
2025-12-02 04:20:00	3.22
2025-12-02 04:24:00	3.15
2025-12-02 04:30:00	3.05
2025-12-02 04:34:00	2.99
2025-12-02 04:40:00	2.88
2025-12-02 04:44:00	2.83
2025-12-02 04:50:00	2.74
2025-12-02 04:54:00	2.67
2025-12-02 05:00:00	2.57
2025-12-02 05:04:00	2.51
2025-12-02 05:10:00	2.42
2025-12-02 05:16:00	2.33
2025-12-02 05:20:00	2.28
2025-12-02 05:26:00	2.2
2025-12-02 05:30:00	2.14
2025-12-02 05:36:00	2.07
2025-12-02 05:40:00	2.03
2025-12-02 05:46:00	1.97
2025-12-02 05:50:00	1.93
2025-12-02 05:56:00	1.88
2025-12-02 06:00:00	1.84
2025-12-02 06:06:00	1.77
2025-12-02 06:10:00	1.73
2025-12-02 06:16:00	1.68
2025-12-02 06:20:00	1.65
2025-12-02 06:26:00	1.6
2025-12-02 06:30:00	1.56
2025-12-02 06:36:00	1.52
2025-12-02 06:40:00	1.48
2025-12-02 06:46:00	1.43
2025-12-02 06:50:00	1.4
2025-12-02 06:58:00	1.35
2025-12-02 07:00:00	1.35
2025-12-02 07:08:00	1.32
2025-12-02 07:10:00	1.32
2025-12-02 07:18:00	1.29
2025-12-02 07:20:00	1.29
2025-12-02 07:28:00	1.26
2025-12-02 07:30:00	1.27
2025-12-02 07:38:00	1.25
2025-12-02 07:40:00	1.26
2025-12-02 07:48:00	1.28
2025-12-02 07:50:00	1.27
2025-12-02 07:58:00	1.27
2025-12-02 08:00:00	1.27
2025-12-02 08:04:00	1.27
2025-12-02 08:10:00	1.29
2025-12-02 08:14:00	1.3
2025-12-02 08:20:00	1.34
2025-12-02 08:24:00	1.36
2025-12-02 08:30:00	1.39
2025-12-02 08:34:00	1.42
2025-12-02 08:40:00	1.44
2025-12-02 08:44:00	1.46
2025-12-02 08:50:00	1.5
2025-12-02 08:54:00	1.52
2025-12-02 09:00:00	1.57
2025-12-02 09:04:00	1.6
2025-12-02 09:10:00	1.66
2025-12-02 09:14:00	1.7
2025-12-02 09:20:00	1.75
2025-12-02 09:26:00	1.81
2025-12-02 09:30:00	1.86
2025-12-02 09:36:00	1.93
2025-12-02 09:40:00	1.97
2025-12-02 09:46:00	2.05
2025-12-02 09:50:00	2.09
2025-12-02 09:56:00	2.17
2025-12-02 10:00:00	2.24
2025-12-02 10:06:00	2.34
2025-12-02 10:10:00	2.4
2025-12-02 10:16:00	2.51
2025-12-02 10:20:00	2.58
2025-12-02 10:26:00	2.69
2025-12-02 10:30:00	2.75
2025-12-02 10:36:00	2.87
2025-12-02 10:40:00	2.93
2025-12-02 10:46:00	3.03
2025-12-02 10:50:00	3.11
2025-12-02 10:58:00	3.27
2025-12-02 11:00:00	3.31
2025-12-02 11:08:00	3.5
2025-12-02 11:10:00	3.52
2025-12-02 11:18:00	3.63
2025-12-02 11:20:00	3.68
2025-12-02 11:28:00	3.83
2025-12-02 11:30:00	3.88
2025-12-02 11:38:00	4.03
2025-12-02 11:40:00	4.06
2025-12-02 11:48:00	4.19
2025-12-02 11:50:00	4.21
2025-12-02 11:58:00	4.34
2025-12-02 12:00:00	4.37
2025-12-02 12:04:00	4.43
2025-12-02 12:10:00	4.52
2025-12-02 12:14:00	4.59
2025-12-02 12:20:00	4.65
2025-12-02 12:24:00	4.69
2025-12-02 12:30:00	4.78
2025-12-02 12:34:00	4.82
2025-12-02 12:40:00	4.89
2025-12-02 12:44:00	4.95
2025-12-02 12:50:00	5.0
2025-12-02 12:54:00	5.04
2025-12-02 13:00:00	5.1
2025-12-02 13:04:00	5.12
2025-12-02 13:10:00	5.17
2025-12-02 13:14:00	5.2
2025-12-02 13:20:00	5.21
2025-12-02 13:26:00	5.25
2025-12-02 13:30:00	5.28
2025-12-02 13:36:00	5.29
2025-12-02 13:40:00	5.3
2025-12-02 13:46:00	5.35
2025-12-02 13:50:00	5.34
2025-12-02 13:56:00	5.34
2025-12-02 14:00:00	5.35
2025-12-02 14:06:00	5.34
2025-12-02 14:10:00	5.34
2025-12-02 14:16:00	5.32
2025-12-02 14:20:00	5.3
2025-12-02 14:26:00	5.3
2025-12-02 14:30:00	5.28
2025-12-02 14:36:00	5.25
2025-12-02 14:40:00	5.23
2025-12-02 14:46:00	5.19
2025-12-02 14:50:00	5.15
2025-12-02 14:58:00	5.07
2025-12-02 15:00:00	5.06
2025-12-02 15:08:00	4.98
2025-12-02 15:10:00	4.95
2025-12-02 15:18:00	4.87
2025-12-02 15:20:00	4.84
2025-12-02 15:28:00	4.74
2025-12-02 15:30:00	4.72
2025-12-02 15:38:00	4.62
2025-12-02 15:40:00	4.58
2025-12-02 15:48:00	4.48
2025-12-02 15:50:00	4.46
2025-12-02 15:58:00	4.35
2025-12-02 16:00:00	4.32
2025-12-02 16:04:00	4.26
2025-12-02 16:10:00	4.15
2025-12-02 16:14:00	4.08
2025-12-02 16:20:00	3.98
2025-12-02 16:24:00	3.93
2025-12-02 16:30:00	3.84
2025-12-02 16:34:00	3.77
2025-12-02 16:40:00	3.67
2025-12-02 16:44:00	3.6
2025-12-02 16:50:00	3.5
2025-12-02 16:54:00	3.44
2025-12-02 17:00:00	3.33
2025-12-02 17:04:00	3.26
2025-12-02 17:10:00	3.18
2025-12-02 17:14:00	3.1
2025-12-02 17:20:00	3.01
2025-12-02 17:26:00	2.92
2025-12-02 17:30:00	2.86
2025-12-02 17:36:00	2.77
2025-12-02 17:40:00	2.71
2025-12-02 17:46:00	2.63
2025-12-02 17:50:00	2.57
2025-12-02 17:56:00	2.48
2025-12-02 18:00:00	2.43
2025-12-02 18:06:00	2.37
2025-12-02 18:10:00	2.31
2025-12-02 18:14:00	2.26
2025-12-02 18:20:00	2.18
2025-12-02 18:26:00	2.13
2025-12-02 18:30:00	2.09
2025-12-02 18:36:00	2.03
2025-12-02 18:40:00	2.0
2025-12-02 18:46:00	1.96
2025-12-02 18:50:00	1.91
2025-12-02 18:58:00	1.84
2025-12-02 19:00:00	1.82
2025-12-02 19:08:00	1.74
2025-12-02 19:10:00	1.73
2025-12-02 19:18:00	1.69
2025-12-02 19:20:00	1.69
2025-12-02 19:28:00	1.64
2025-12-02 19:30:00	1.63
2025-12-02 19:38:00	1.6
2025-12-02 19:40:00	1.6
2025-12-02 19:48:00	1.57
2025-12-02 19:50:00	1.56
2025-12-02 19:56:00	1.55
2025-12-02 20:00:00	1.54
2025-12-02 20:08:00	1.52
2025-12-02 20:10:00	1.52
2025-12-02 20:14:00	1.53
2025-12-02 20:20:00	1.52
2025-12-02 20:24:00	1.52
2025-12-02 20:30:00	1.53
2025-12-02 20:34:00	1.54
2025-12-02 20:40:00	1.54
2025-12-02 20:44:00	1.55
2025-12-02 20:50:00	1.59
2025-12-02 20:54:00	1.59
2025-12-02 21:00:00	1.58
2025-12-02 21:04:00	1.58
2025-12-02 21:10:00	1.62
2025-12-02 21:14:00	1.64
2025-12-02 21:20:00	1.69
2025-12-02 21:24:00	1.72
2025-12-02 21:30:00	1.73
2025-12-02 21:36:00	1.75
2025-12-02 21:40:00	1.77
2025-12-02 21:46:00	1.82
2025-12-02 21:50:00	1.86
2025-12-02 21:56:00	1.91
2025-12-02 22:00:00	1.94
2025-12-02 22:06:00	1.98
2025-12-02 22:10:00	2.01
2025-12-02 22:16:00	2.07
2025-12-02 22:20:00	2.12
2025-12-02 22:26:00	2.21
2025-12-02 22:30:00	2.26
2025-12-02 22:36:00	2.34
2025-12-02 22:40:00	2.38
2025-12-02 22:46:00	2.45
2025-12-02 22:50:00	2.51
2025-12-02 22:56:00	2.61
2025-12-02 23:00:00	2.66
2025-12-02 23:08:00	2.78
2025-12-02 23:10:00	2.81
2025-12-02 23:18:00	2.94
2025-12-02 23:20:00	2.97
2025-12-02 23:28:00	3.11
2025-12-02 23:30:00	3.14
2025-12-02 23:38:00	3.27
2025-12-02 23:40:00	3.31
2025-12-02 23:48:00	3.46
2025-12-02 23:50:00	3.49
2025-12-02 23:58:00	3.62
2025-12-03 00:00:00	3.65
2025-12-03 00:04:00	3.73
2025-12-03 00:10:00	3.84
2025-12-03 00:14:00	3.92
2025-12-03 00:20:00	4.02
2025-12-03 00:24:00	4.07
2025-12-03 00:30:00	4.16
2025-12-03 00:34:00	4.21
2025-12-03 00:40:00	4.3
2025-12-03 00:44:00	4.38
2025-12-03 00:50:00	4.46
2025-12-03 00:54:00	4.5
2025-12-03 01:00:00	4.58
2025-12-03 01:04:00	4.62
2025-12-03 01:10:00	4.72
2025-12-03 01:14:00	4.77
2025-12-03 01:20:00	4.82
2025-12-03 01:26:00	4.87
2025-12-03 01:30:00	4.91
2025-12-03 01:36:00	4.97
2025-12-03 01:40:00	5.0
2025-12-03 01:46:00	5.03
2025-12-03 01:50:00	5.05
2025-12-03 01:56:00	5.07
2025-12-03 02:00:00	5.09
2025-12-03 02:06:00	5.11
2025-12-03 02:10:00	5.13
2025-12-03 02:16:00	5.16
2025-12-03 02:20:00	5.16
2025-12-03 02:26:00	5.17
2025-12-03 02:30:00	5.18
2025-12-03 02:36:00	5.18
2025-12-03 02:40:00	5.18
2025-12-03 02:46:00	5.17
2025-12-03 02:50:00	5.16
2025-12-03 02:58:00	5.14
2025-12-03 03:00:00	5.14
2025-12-03 03:08:00	5.09
2025-12-03 03:10:00	5.08
2025-12-03 03:18:00	5.03
2025-12-03 03:20:00	5.01
2025-12-03 03:28:00	4.96
2025-12-03 03:30:00	4.94
2025-12-03 03:38:00	4.85
2025-12-03 03:40:00	4.83
2025-12-03 03:48:00	4.75
2025-12-03 03:50:00	4.73
2025-12-03 03:58:00	4.62
2025-12-03 04:00:00	4.6
2025-12-03 04:04:00	4.55
2025-12-03 04:10:00	4.46
2025-12-03 04:14:00	4.39
2025-12-03 04:20:00	4.32
2025-12-03 04:24:00	4.25
2025-12-03 04:30:00	4.16
2025-12-03 04:34:00	4.08
2025-12-03 04:40:00	3.98
2025-12-03 04:44:00	3.91
2025-12-03 04:50:00	3.8
2025-12-03 04:54:00	3.74
2025-12-03 05:00:00	3.65
2025-12-03 05:04:00	3.56
2025-12-03 05:10:00	3.46
2025-12-03 05:16:00	3.37
2025-12-03 05:20:00	3.3
2025-12-03 05:26:00	3.19
2025-12-03 05:30:00	3.14
2025-12-03 05:36:00	3.06
2025-12-03 05:40:00	3.0
2025-12-03 05:46:00	2.88
2025-12-03 05:50:00	2.81
2025-12-03 05:56:00	2.72
2025-12-03 06:00:00	2.66
2025-12-03 06:06:00	2.58
2025-12-03 06:10:00	2.51
2025-12-03 06:16:00	2.4
2025-12-03 06:20:00	2.35
2025-12-03 06:26:00	2.26
2025-12-03 06:30:00	2.2
2025-12-03 06:34:00	2.14
2025-12-03 06:40:00	2.07
2025-12-03 06:46:00	2.01
2025-12-03 06:50:00	1.96
2025-12-03 06:52:00	1.91
2025-12-03 07:00:00	nan
2025-12-03 07:10:00	nan
2025-12-03 07:20:00	nan
2025-12-03 07:30:00	nan
2025-12-03 07:40:00	nan
2025-12-03 07:50:00	nan
2025-12-03 08:00:00	nan
2025-12-03 08:10:00	nan
2025-12-03 08:20:00	nan
2025-12-03 08:30:00	nan
2025-12-03 08:40:00	nan
2025-12-03 08:50:00	nan
2025-12-03 09:00:00	nan
2025-12-03 09:10:00	nan
2025-12-03 09:20:00	nan
2025-12-03 09:30:00	nan
2025-12-03 09:40:00	nan
2025-12-03 09:50:00	nan
2025-12-03 10:00:00	nan
2025-12-03 10:10:00	nan
2025-12-03 10:20:00	nan
2025-12-03 10:30:00	nan
2025-12-03 10:40:00	nan
2025-12-03 10:50:00	nan
2025-12-03 11:00:00	nan
2025-12-03 11:10:00	nan
2025-12-03 11:20:00	nan
2025-12-03 11:30:00	nan
2025-12-03 11:40:00	nan
2025-12-03 11:50:00	nan
2025-12-03 12:00:00	nan
2025-12-03 12:10:00	nan
2025-12-03 12:20:00	nan
2025-12-03 12:30:00	nan
2025-12-03 12:40:00	nan
2025-12-03 12:50:00	nan
2025-12-03 13:00:00	nan
2025-12-03 13:10:00	nan
2025-12-03 13:20:00	nan
2025-12-03 13:30:00	nan
2025-12-03 13:40:00	nan
2025-12-03 13:50:00	nan
2025-12-03 14:00:00	nan
2025-12-03 14:10:00	nan
2025-12-03 14:20:00	nan
2025-12-03 14:30:00	nan
2025-12-03 14:40:00	nan
2025-12-03 14:50:00	nan
2025-12-03 15:00:00	5.47
2025-12-03 15:08:00	5.47
2025-12-03 15:10:00	5.46
2025-12-03 15:18:00	5.45
2025-12-03 15:20:00	5.42
2025-12-03 15:24:00	5.39
2025-12-03 15:30:00	5.38
2025-12-03 15:34:00	5.36
2025-12-03 15:40:00	5.31
2025-12-03 15:44:00	5.27
2025-12-03 15:50:00	5.22
2025-12-03 15:54:00	5.19
2025-12-03 16:00:00	5.15
2025-12-03 16:04:00	5.12
2025-12-03 16:10:00	5.05
2025-12-03 16:14:00	5.0
2025-12-03 16:20:00	4.92
2025-12-03 16:24:00	4.86
2025-12-03 16:30:00	4.79
2025-12-03 16:34:00	4.75
2025-12-03 16:40:00	4.64
2025-12-03 16:46:00	4.55
2025-12-03 16:50:00	4.47
2025-12-03 16:56:00	4.35
2025-12-03 17:00:00	4.31
2025-12-03 17:06:00	4.22
2025-12-03 17:10:00	4.14
2025-12-03 17:16:00	4.03
2025-12-03 17:20:00	3.96
2025-12-03 17:26:00	3.85
2025-12-03 17:30:00	3.76
2025-12-03 17:36:00	3.64
2025-12-03 17:40:00	3.56
2025-12-03 17:46:00	3.45
2025-12-03 17:50:00	3.4
2025-12-03 17:56:00	3.3
2025-12-03 18:00:00	3.21
2025-12-03 18:06:00	3.11
2025-12-03 18:10:00	3.05
2025-12-03 18:18:00	2.89
2025-12-03 18:20:00	2.86
2025-12-03 18:28:00	2.74
2025-12-03 18:30:00	2.71
2025-12-03 18:38:00	2.61
2025-12-03 18:40:00	2.58
2025-12-03 18:48:00	2.43
2025-12-03 18:50:00	2.4
2025-12-03 18:58:00	2.3
2025-12-03 19:00:00	2.27
2025-12-03 19:08:00	2.16
2025-12-03 19:10:00	2.13
2025-12-03 19:18:00	2.04
2025-12-03 19:20:00	2.02
2025-12-03 19:24:00	1.97
2025-12-03 19:30:00	1.9
2025-12-03 19:34:00	1.84
2025-12-03 19:40:00	1.78
2025-12-03 19:44:00	1.76
2025-12-03 19:50:00	1.72
2025-12-03 19:54:00	1.68
2025-12-03 20:00:00	1.6
2025-12-03 20:04:00	1.58
2025-12-03 20:10:00	1.54
2025-12-03 20:14:00	1.53
2025-12-03 20:20:00	1.49
2025-12-03 20:24:00	1.46
2025-12-03 20:30:00	1.42
2025-12-03 20:36:00	1.4
2025-12-03 20:40:00	1.37
2025-12-03 20:46:00	1.35
2025-12-03 20:50:00	1.34
2025-12-03 20:56:00	1.31
2025-12-03 21:00:00	1.29
2025-12-03 21:06:00	1.28
2025-12-03 21:10:00	1.28
2025-12-03 21:16:00	1.27
2025-12-03 21:20:00	1.28
2025-12-03 21:26:00	1.3
2025-12-03 21:30:00	1.3
2025-12-03 21:36:00	1.3
2025-12-03 21:40:00	1.3
2025-12-03 21:46:00	1.33
2025-12-03 21:50:00	1.35
2025-12-03 21:56:00	1.37
2025-12-03 22:00:00	1.38
2025-12-03 22:08:00	1.39
2025-12-03 22:10:00	1.39
2025-12-03 22:18:00	1.44
2025-12-03 22:20:00	1.44
2025-12-03 22:28:00	1.47
2025-12-03 22:30:00	1.49
2025-12-03 22:38:00	1.6
2025-12-03 22:40:00	1.61
2025-12-03 22:48:00	1.66
2025-12-03 22:50:00	1.68
2025-12-03 22:58:00	1.75
2025-12-03 23:00:00	1.76
2025-12-03 23:08:00	1.83
2025-12-03 23:10:00	1.86
2025-12-03 23:14:00	1.92
2025-12-03 23:20:00	2.0
2025-12-03 23:24:00	2.04
2025-12-03 23:30:00	2.12
2025-12-03 23:34:00	2.18
2025-12-03 23:40:00	2.25
2025-12-03 23:44:00	2.31
2025-12-03 23:50:00	2.43
2025-12-03 23:54:00	2.52
2025-12-04 00:00:00	2.61
2025-12-04 00:04:00	2.67
2025-12-04 00:10:00	2.77
2025-12-04 00:12:00	2.83
2025-12-04 00:20:00	2.98
2025-12-04 00:26:00	3.12
2025-12-04 00:30:00	3.2
2025-12-04 00:36:00	3.3
2025-12-04 00:40:00	3.38
2025-12-04 00:46:00	3.47
2025-12-04 00:50:00	3.54
2025-12-04 00:56:00	3.65
2025-12-04 01:00:00	3.74
2025-12-04 01:06:00	3.85
2025-12-04 01:10:00	3.95
2025-12-04 01:16:00	4.09
2025-12-04 01:20:00	4.17
2025-12-04 01:26:00	4.27
2025-12-04 01:30:00	4.36
2025-12-04 01:36:00	4.47
2025-12-04 01:40:00	4.54
2025-12-04 01:46:00	4.63
2025-12-04 01:50:00	4.69
2025-12-04 01:58:00	4.8
2025-12-04 02:00:00	4.84
2025-12-04 02:08:00	4.96
2025-12-04 02:10:00	4.99
2025-12-04 02:18:00	5.13
2025-12-04 02:20:00	5.14
2025-12-04 02:28:00	5.21
2025-12-04 02:30:00	5.23
2025-12-04 02:38:00	5.32
2025-12-04 02:40:00	5.33
2025-12-04 02:48:00	5.4
2025-12-04 02:50:00	5.4
2025-12-04 02:54:00	5.41
2025-12-04 03:00:00	5.45
2025-12-04 03:04:00	5.47
2025-12-04 03:10:00	5.49
2025-12-04 03:14:00	5.52
2025-12-04 03:20:00	5.52
2025-12-04 03:24:00	5.52
2025-12-04 03:30:00	5.51
2025-12-04 03:34:00	5.5
2025-12-04 03:40:00	5.49
2025-12-04 03:44:00	5.49
2025-12-04 03:50:00	5.47
2025-12-04 03:54:00	5.47
2025-12-04 04:00:00	5.43
2025-12-04 04:06:00	5.42
2025-12-04 04:10:00	5.4
2025-12-04 04:16:00	5.34
2025-12-04 04:20:00	5.3
2025-12-04 04:26:00	5.27
